날짜,체결가_KOSPI,전일비_KOSPI,등락률_KOSPI,거래량(천주)_KOSPI,거래대금(백만)_KOSPI,체결가_KOSDAQ,전일비_KOSDAQ,등락률_KOSDAQ,거래량(천주)_KOSDAQ,거래대금(백만)_KOSDAQ,체결가_KPI200,전일비_KPI200,등락률_KPI200,거래량(천주)_KPI200,거래대금(백만)_KPI200
1997.04.21,697.34,3.31,-0.47%,40265.0,637017.0,1248.8,0.5,+0.40%,58.0,1197.0,,,,,
1997.04.19,700.65,4.98,+0.72%,25243.0,436100.0,1243.8,0.4,+0.32%,21.0,758.0,,,,,
1997.04.18,695.67,0.91,+0.13%,38743.0,700786.0,1239.8,0.31,+0.25%,49.0,1467.0,,,,,
1997.04.17,694.76,7.66,-1.09%,42930.0,718737.0,1236.7,0.18,+0.15%,183.0,10949.0,,,,,
1997.04.16,702.42,1.03,+0.15%,39050.0,616361.0,1234.9,0.53,+0.43%,156.0,9651.0,,,,,
1997.04.15,701.39,2.81,-0.40%,46717.0,650328.0,1229.6,0.04,-0.03%,177.0,4793.0,,,,,
1997.04.14,704.2,7.25,+1.04%,43252.0,657875.0,1230.0,0.62,-0.50%,87.0,2677.0,,,,,
1997.04.12,696.95,3.01,+0.43%,31476.0,456229.0,1236.2,0.49,+0.40%,74.0,1755.0,,,,,
1997.04.11,693.94,5.9,+0.86%,44184.0,628007.0,1231.3,0.13,-0.11%,83.0,2573.0,,,,,
1997.04.10,688.04,10.62,-1.52%,46104.0,639807.0,1232.6,0.04,-0.03%,163.0,6928.0,,,,,
1997.04.09,698.66,3.69,+0.53%,43775.0,680403.0,1233.0,0.49,+0.40%,64.0,1408.0,,,,,
1997.04.08,694.97,0.07,+0.01%,40082.0,587719.0,1228.1,0.16,+0.13%,112.0,2625.0,,,,,
1997.04.07,694.9,7.48,+1.09%,40674.0,546939.0,1226.5,0.81,+0.66%,69.0,1120.0,,,,,
1997.04.04,687.42,8.68,+1.28%,40624.0,584540.0,1218.4,0.09,-0.07%,136.0,2224.0,,,,,
1997.04.03,678.74,0.12,-0.02%,41715.0,646296.0,1219.3,0.71,+0.59%,640.0,4960.0,,,,,
1997.04.02,678.86,5.87,+0.87%,36330.0,587354.0,1212.2,0.3,-0.25%,68.0,1734.0,,,,,
1997.04.01,672.99,4.35,-0.64%,38640.0,589420.0,1215.2,1.05,+0.87%,150.0,3653.0,,,,,
1997.03.31,677.34,10.15,+1.52%,43962.0,623458.0,1204.7,0.24,+0.20%,57.0,1131.0,,,,,
1997.03.29,667.19,14.32,+2.19%,26592.0,381183.0,1202.3,0.75,+0.63%,93.0,2049.0,,,,,
1997.03.28,652.87,1.22,+0.19%,40729.0,620595.0,1194.8,0.34,-0.28%,65.0,871.0,,,,,
1997.03.27,651.65,4.97,-0.76%,45594.0,610783.0,1198.2,0.44,+0.37%,51.0,872.0,,,,,
1997.03.26,656.62,17.72,+2.77%,43994.0,581391.0,1193.8,2.12,+1.81%,136.0,1629.0,,,,,
1997.03.25,638.9,21.64,+3.51%,42949.0,566497.0,1172.6,1.22,+1.05%,77.0,2119.0,,,,,
1997.03.24,617.26,5.87,-0.94%,36197.0,448607.0,1160.4,0.16,+0.14%,101.0,1710.0,,,,,
1997.03.22,623.13,4.5,-0.72%,26900.0,315700.0,1158.8,0.44,+0.38%,37.0,704.0,,,,,
1997.03.21,627.63,15.23,-2.37%,34221.0,483349.0,1154.4,0.48,-0.41%,85.0,2120.0,,,,,
1997.03.20,642.86,3.43,-0.53%,34072.0,512922.0,1159.2,0.6,-0.51%,49.0,903.0,,,,,
1997.03.19,646.29,11.68,-1.78%,32981.0,518766.0,1165.2,0.62,-0.53%,95.0,1531.0,,,,,
1997.03.18,657.97,0.93,-0.14%,30519.0,515214.0,1171.4,0.45,+0.39%,59.0,985.0,,,,,
1997.03.17,658.9,17.07,+2.66%,28384.0,449166.0,1166.9,0.62,+0.53%,137.0,5473.0,,,,,
1997.03.15,641.83,0.25,-0.04%,18962.0,295069.0,1160.7,0.06,-0.05%,42.0,1491.0,,,,,
1997.03.14,642.08,15.82,-2.40%,27608.0,464349.0,1161.3,0.62,-0.53%,156.0,3278.0,,,,,
1997.03.13,657.9,6.0,-0.90%,32112.0,554122.0,1167.5,0.12,+0.10%,58.0,1045.0,,,,,
1997.03.12,663.9,7.95,+1.21%,29986.0,515260.0,1166.3,1.22,-1.04%,211.0,3733.0,,,,,
1997.03.11,655.95,11.4,-1.71%,29829.0,506909.0,1178.5,0.56,-0.47%,84.0,2053.0,,,,,
1997.03.10,667.35,7.72,-1.14%,29436.0,518613.0,1184.1,0.43,-0.36%,91.0,1291.0,,,,,
1997.03.08,675.07,6.15,-0.90%,23840.0,471342.0,1188.4,0.0,0.00%,48.0,2613.0,,,,,
1997.03.07,681.22,3.11,+0.46%,37379.0,705931.0,1188.4,0.42,+0.35%,108.0,1297.0,,,,,
1997.03.06,678.11,3.21,+0.48%,41269.0,645572.0,1184.2,0.74,+0.63%,44.0,1237.0,,,,,
1997.03.05,674.9,5.07,-0.75%,38820.0,683228.0,1176.8,0.9,-0.76%,40.0,980.0,,,,,
1997.03.04,679.97,0.33,+0.05%,28058.0,508783.0,1185.8,0.57,+0.48%,52.0,703.0,,,,,
1997.03.03,679.64,3.11,+0.46%,26960.0,475486.0,1180.1,0.34,-0.29%,127.0,2407.0,,,,,
1997.02.28,676.53,7.12,+1.06%,37800.0,632020.0,1183.5,1.21,+1.03%,193.0,7169.0,,,,,
1997.02.27,669.41,10.3,-1.52%,30311.0,499797.0,1171.4,0.22,+0.19%,77.0,1290.0,,,,,
1997.02.26,679.71,3.1,-0.45%,29899.0,560938.0,1169.2,2.28,-1.91%,120.0,1324.0,,,,,
1997.02.25,682.81,6.22,+0.92%,25335.0,439316.0,1192.0,0.36,-0.30%,140.0,1544.0,,,,,
1997.02.24,676.59,4.65,-0.68%,24088.0,422656.0,1195.6,0.15,-0.13%,98.0,1743.0,,,,,
1997.02.22,681.24,5.48,-0.80%,19143.0,344212.0,1197.1,0.02,+0.02%,75.0,1040.0,,,,,
1997.02.21,686.72,24.41,-3.43%,30801.0,547211.0,1196.9,0.22,+0.18%,78.0,1295.0,,,,,
1997.02.20,711.13,2.54,-0.36%,35039.0,625952.0,1194.7,0.35,-0.29%,193.0,3391.0,,,,,
1997.02.19,713.67,6.73,+0.95%,31110.0,560576.0,1198.2,0.2,+0.17%,74.0,1232.0,,,,,
1997.02.18,706.94,5.99,-0.84%,30438.0,533821.0,1196.2,0.48,-0.40%,98.0,1596.0,,,,,
1997.02.17,712.93,9.39,-1.30%,31516.0,562773.0,1201.0,0.03,-0.02%,61.0,1027.0,,,,,
1997.02.15,722.32,1.32,+0.18%,27110.0,438011.0,1201.3,0.34,+0.28%,41.0,864.0,,,,,
1997.02.14,721.0,4.29,+0.60%,39067.0,614643.0,1197.9,0.49,+0.41%,52.0,1106.0,,,,,
1997.02.13,716.71,4.21,+0.59%,49789.0,836138.0,1193.0,0.31,-0.26%,61.0,1224.0,,,,,
1997.02.12,712.5,0.93,-0.13%,35259.0,601419.0,1196.1,0.35,-0.29%,43.0,1331.0,,,,,
1997.02.11,713.43,3.64,+0.51%,41365.0,670473.0,1199.6,0.24,-0.20%,89.0,2625.0,,,,,
1997.02.10,709.79,9.57,+1.37%,29312.0,514371.0,1202.0,0.27,-0.22%,41.0,1745.0,,,,,
1997.02.06,700.22,1.62,+0.23%,34126.0,556401.0,1204.7,0.69,-0.57%,77.0,1632.0,,,,,
1997.02.05,698.6,2.65,+0.38%,38556.0,666195.0,1211.6,0.44,+0.36%,55.0,1922.0,,,,,
1997.02.04,695.95,8.7,+1.27%,33132.0,581857.0,1207.2,0.01,+0.01%,81.0,3008.0,,,,,
1997.02.03,687.25,4.12,+0.60%,27335.0,513695.0,1207.1,0.03,+0.02%,81.0,2181.0,,,,,
1997.02.01,683.13,2.71,-0.40%,21512.0,392897.0,1206.8,0.11,-0.09%,121.0,4664.0,,,,,
1997.01.31,685.84,9.32,+1.38%,31998.0,568424.0,1207.9,0.64,+0.53%,73.0,2026.0,,,,,
1997.01.30,676.52,12.96,+1.95%,28820.0,488538.0,1201.5,0.49,+0.41%,110.0,3657.0,,,,,
1997.01.29,663.56,0.71,+0.11%,30160.0,492848.0,1196.6,0.39,+0.33%,80.0,2268.0,,,,,
1997.01.28,662.85,1.85,-0.28%,30383.0,487695.0,1192.7,0.09,-0.08%,271.0,5658.0,,,,,
1997.01.27,664.7,20.41,-2.98%,28327.0,498329.0,1193.6,0.21,-0.18%,101.0,2210.0,,,,,
1997.01.25,685.11,5.55,+0.82%,22399.0,380157.0,1195.7,0.77,+0.65%,30.0,951.0,,,,,
1997.01.24,679.56,2.65,+0.39%,35494.0,547327.0,1188.0,0.17,-0.14%,70.0,1555.0,,,,,
1997.01.23,676.91,2.03,-0.30%,31043.0,514923.0,1189.7,0.27,-0.23%,99.0,2470.0,,,,,
1997.01.22,678.94,11.6,-1.68%,36682.0,580608.0,1192.4,0.65,-0.54%,66.0,1288.0,,,,,
1997.01.21,690.54,27.92,-3.89%,44300.0,762123.0,1198.9,0.11,-0.09%,292.0,5819.0,,,,,
1997.01.20,718.46,24.23,+3.49%,42987.0,684490.0,1200.0,1.4,+1.18%,216.0,4107.0,,,,,
1997.01.18,694.23,6.95,-0.99%,25295.0,382917.0,1186.0,0.42,-0.35%,40.0,923.0,,,,,
1997.01.17,701.18,10.68,-1.50%,48243.0,748496.0,1190.2,0.77,+0.65%,65.0,1621.0,,,,,
1997.01.16,711.86,12.1,+1.73%,47286.0,737332.0,1182.5,0.26,+0.22%,191.0,2747.0,,,,,
1997.01.15,699.76,13.17,+1.92%,42010.0,647764.0,1179.9,0.18,+0.15%,107.0,2267.0,,,,,
1997.01.14,686.59,27.05,+4.10%,36617.0,546078.0,1178.1,0.37,+0.32%,74.0,2128.0,,,,,
1997.01.13,659.54,0.0,0.00%,28730.0,410404.0,1174.4,0.25,-0.21%,106.0,3117.0,,,,,
1997.01.11,659.54,10.85,+1.67%,22414.0,286597.0,1176.9,0.78,+0.67%,38.0,1708.0,,,,,
1997.01.10,648.69,8.82,+1.38%,36472.0,450197.0,1169.1,0.64,+0.55%,217.0,4833.0,,,,,
1997.01.09,639.87,18.46,+2.97%,36051.0,399487.0,1162.7,1.12,+0.97%,95.0,2223.0,,,,,
1997.01.08,621.41,10.36,+1.70%,34222.0,390984.0,1151.5,0.55,-0.48%,87.0,1040.0,,,,,
1997.01.07,611.05,15.82,-2.52%,24071.0,315632.0,1157.0,1.65,-1.41%,238.0,5233.0,,,,,
1997.01.06,626.87,16.54,-2.57%,17645.0,239934.0,1173.5,1.55,-1.30%,37.0,739.0,,,,,
1997.01.04,643.41,10.38,-1.59%,14653.0,218547.0,1189.0,0.61,-0.51%,214.0,3224.0,,,,,
1997.01.03,653.79,2.57,+0.39%,13937.0,189968.0,1195.1,1.01,-0.84%,8.0,145.0,,,,,
1996.12.27,651.22,7.79,-1.18%,35103.0,507070.0,,,,,,,,,,
1996.12.26,659.01,18.75,-2.77%,26522.0,380750.0,,,,,,,,,,
1996.12.24,677.76,7.05,-1.03%,24270.0,384907.0,,,,,,,,,,
1996.12.23,684.81,8.33,-1.20%,21536.0,325888.0,,,,,,,,,,
1996.12.21,693.14,7.73,-1.10%,21508.0,313455.0,,,,,,,,,,
1996.12.20,700.87,9.9,+1.43%,29999.0,470304.0,,,,,,,,,,
1996.12.19,690.97,29.58,+4.47%,30382.0,405445.0,,,,,,,,,,
1996.12.18,661.39,1.96,-0.30%,31497.0,414107.0,,,,,,,,,,
1996.12.17,663.35,10.57,-1.57%,31590.0,466364.0,1205.2,0.28,-0.23%,106.0,1576.0,,,,,
1996.12.16,673.92,13.42,-1.95%,22797.0,368913.0,1208.0,0.87,-0.72%,131.0,2859.0,,,,,
1996.12.14,687.34,1.73,-0.25%,14570.0,264590.0,1216.7,0.71,-0.58%,127.0,2939.0,,,,,
1996.12.13,689.07,0.31,-0.04%,26462.0,449565.0,1223.8,0.8,-0.65%,303.0,4408.0,,,,,
1996.12.12,689.38,15.3,-2.17%,25888.0,442739.0,1231.8,1.28,-1.03%,152.0,2478.0,,,,,
1996.12.11,704.68,1.85,+0.26%,28038.0,490145.0,1244.6,0.4,-0.32%,234.0,5632.0,,,,,
1996.12.10,702.83,10.66,+1.54%,23968.0,372233.0,1248.6,0.21,-0.17%,90.0,1708.0,,,,,
1996.12.09,692.17,3.94,-0.57%,24199.0,389885.0,1250.7,0.48,-0.38%,65.0,1040.0,,,,,
1996.12.07,696.11,3.78,-0.54%,14149.0,230856.0,1255.5,0.04,-0.03%,63.0,1428.0,,,,,
1996.12.06,699.89,6.41,-0.91%,23935.0,390500.0,1255.9,0.29,-0.23%,189.0,3302.0,,,,,
1996.12.05,706.3,9.57,-1.34%,25567.0,391823.0,1258.8,0.48,-0.38%,59.0,1141.0,,,,,
1996.12.04,715.87,9.72,-1.34%,27725.0,415207.0,1263.6,0.02,+0.02%,335.0,5947.0,,,,,
1996.12.03,725.59,2.24,-0.31%,27013.0,422230.0,1263.4,0.36,+0.29%,88.0,1100.0,,,,,
1996.12.02,727.83,1.35,+0.19%,23468.0,394033.0,1259.8,1.29,-1.01%,166.0,4947.0,,,,,
1996.11.30,726.48,7.02,-0.96%,14145.0,269745.0,1272.7,0.68,+0.54%,151.0,2384.0,,,,,
1996.11.29,733.5,3.42,-0.46%,22828.0,381366.0,1265.9,1.32,+1.05%,177.0,3474.0,,,,,
1996.11.28,736.92,14.3,+1.98%,25178.0,426887.0,1252.7,1.75,+1.42%,121.0,2168.0,,,,,
1996.11.27,722.62,6.65,+0.93%,21282.0,354350.0,1235.2,1.73,-1.38%,368.0,5642.0,,,,,
1996.11.26,715.97,0.48,-0.07%,17572.0,276062.0,1252.5,1.61,-1.27%,127.0,1268.0,,,,,
1996.11.25,716.45,14.99,-2.05%,15427.0,228981.0,1268.6,1.49,-1.16%,189.0,3684.0,,,,,
1996.11.22,731.44,13.47,-1.81%,24226.0,334744.0,1283.5,0.42,+0.33%,174.0,4101.0,,,,,
1996.11.21,744.91,0.77,+0.10%,23891.0,351393.0,1279.3,0.15,+0.12%,70.0,1855.0,,,,,
1996.11.20,744.14,2.91,-0.39%,25141.0,378833.0,1277.8,0.01,+0.01%,158.0,2711.0,,,,,
1996.11.19,747.05,3.77,-0.50%,19889.0,319367.0,1277.7,0.74,+0.58%,40.0,1002.0,,,,,
1996.11.18,750.82,5.85,-0.77%,22476.0,347115.0,1270.3,0.21,+0.17%,160.0,5027.0,,,,,
1996.11.16,756.67,6.38,+0.85%,16701.0,246825.0,1268.2,0.13,+0.10%,60.0,810.0,,,,,
1996.11.15,750.29,7.26,+0.98%,22969.0,367505.0,1266.9,0.04,+0.03%,93.0,1927.0,,,,,
1996.11.14,743.03,4.29,-0.57%,21133.0,343311.0,1266.5,0.72,-0.57%,48.0,951.0,,,,,
1996.11.13,747.32,5.22,-0.69%,23193.0,399953.0,1273.7,0.4,-0.31%,116.0,5389.0,,,,,
1996.11.12,752.54,23.01,+3.15%,28086.0,399043.0,1277.7,0.16,-0.13%,96.0,1967.0,,,,,
1996.11.11,729.53,1.29,-0.18%,21804.0,309969.0,1279.3,0.23,-0.18%,141.0,3492.0,,,,,
1996.11.09,730.82,8.29,-1.12%,17131.0,254618.0,1281.6,0.49,-0.38%,51.0,989.0,,,,,
1996.11.08,739.11,2.65,-0.36%,26001.0,415599.0,1286.5,0.58,+0.45%,149.0,4229.0,,,,,
1996.11.07,741.76,5.53,-0.74%,37676.0,512953.0,1280.7,0.06,-0.05%,126.0,2203.0,,,,,
1996.11.06,747.29,13.64,+1.86%,31676.0,479186.0,1281.3,0.35,+0.27%,231.0,4449.0,,,,,
1996.11.05,733.65,13.77,-1.84%,32845.0,488598.0,1277.8,0.13,-0.10%,251.0,5374.0,,,,,
1996.11.04,747.42,18.31,-2.39%,30649.0,467589.0,1279.1,2.29,+1.82%,142.0,3372.0,,,,,
1996.11.02,765.73,2.14,-0.28%,21529.0,341598.0,1256.2,1.91,+1.54%,50.0,1704.0,,,,,
1996.11.01,767.87,10.28,+1.36%,29177.0,460618.0,1237.1,1.36,+1.11%,152.0,2816.0,,,,,
1996.10.31,757.59,0.5,+0.07%,28492.0,460944.0,1223.5,1.03,+0.85%,196.0,2664.0,,,,,
1996.10.30,757.09,9.23,-1.20%,24485.0,405483.0,1213.2,0.58,-0.48%,104.0,1884.0,,,,,
1996.10.29,766.32,13.76,-1.76%,25490.0,442359.0,1219.0,0.27,-0.22%,381.0,4928.0,,,,,
1996.10.28,780.08,11.73,-1.48%,26191.0,478959.0,1221.7,0.52,+0.43%,101.0,1522.0,,,,,
1996.10.26,791.81,1.97,-0.25%,17925.0,323079.0,1216.5,0.49,+0.40%,135.0,3273.0,,,,,
1996.10.25,793.78,10.66,-1.33%,26719.0,465303.0,1211.6,0.04,-0.03%,203.0,5641.0,,,,,
1996.10.24,804.44,7.54,-0.93%,23825.0,464906.0,1212.0,0.84,+0.70%,121.0,2180.0,,,,,
1996.10.23,811.98,7.24,-0.88%,26651.0,491521.0,1203.6,0.23,-0.19%,140.0,4197.0,,,,,
1996.10.22,819.22,13.4,-1.61%,26054.0,456119.0,1205.9,0.14,-0.12%,329.0,11741.0,,,,,
1996.10.21,832.62,1.44,+0.17%,34720.0,592075.0,1207.3,0.71,+0.59%,82.0,1579.0,,,,,
1996.10.19,831.18,0.93,+0.11%,25433.0,432213.0,1200.2,0.18,+0.15%,34.0,663.0,,,,,
1996.10.18,830.25,9.48,-1.13%,44570.0,772316.0,1198.4,0.41,+0.34%,77.0,1609.0,,,,,
1996.10.17,839.73,4.56,+0.55%,54485.0,1006233.0,1194.3,0.46,+0.39%,83.0,930.0,,,,,
1996.10.16,835.17,6.56,+0.79%,47918.0,882587.0,1189.7,0.32,-0.27%,48.0,898.0,,,,,
1996.10.15,828.61,13.67,-1.62%,55159.0,970896.0,1192.9,0.87,-0.72%,76.0,1903.0,,,,,
1996.10.14,842.28,1.48,+0.18%,56016.0,915408.0,1201.6,0.87,-0.72%,92.0,2727.0,,,,,
1996.10.12,840.8,7.37,+0.88%,36142.0,614751.0,1210.3,0.62,+0.51%,76.0,1366.0,,,,,
1996.10.11,833.43,3.22,+0.39%,53455.0,939360.0,1204.1,0.89,+0.74%,57.0,940.0,,,,,
1996.10.10,830.21,12.43,+1.52%,53890.0,893402.0,1195.2,1.01,+0.85%,68.0,1294.0,,,,,
1996.10.09,817.78,20.16,+2.53%,46681.0,781786.0,1185.1,0.81,+0.69%,34.0,623.0,,,,,
1996.10.08,797.62,2.29,+0.29%,39114.0,635604.0,1177.0,0.34,+0.29%,63.0,1472.0,,,,,
1996.10.07,795.33,18.02,+2.32%,41051.0,654245.0,1173.6,0.39,+0.33%,54.0,1132.0,,,,,
1996.10.05,777.31,0.88,+0.11%,22827.0,402995.0,1169.7,0.22,+0.19%,25.0,470.0,,,,,
1996.10.04,776.43,17.58,-2.21%,38658.0,675807.0,1167.5,0.22,+0.19%,212.0,4111.0,,,,,
1996.10.02,794.01,4.54,+0.58%,45250.0,784695.0,1165.3,0.06,+0.05%,126.0,1816.0,,,,,
1996.10.01,789.47,0.2,-0.03%,66189.0,1342942.0,1164.7,0.41,-0.35%,33.0,704.0,,,,,
1996.09.30,789.67,3.54,-0.45%,28716.0,554083.0,1168.8,0.31,-0.26%,105.0,2561.0,,,,,
1996.09.25,793.21,15.3,+1.97%,30401.0,622640.0,1171.9,0.33,-0.28%,41.0,697.0,,,,,
1996.09.24,777.91,8.71,+1.13%,26658.0,536837.0,1175.2,0.68,-0.58%,54.0,927.0,,,,,
1996.09.23,769.2,0.83,+0.11%,28486.0,499508.0,1182.0,0.28,-0.24%,88.0,1388.0,,,,,
1996.09.21,768.37,9.02,+1.19%,18177.0,352392.0,1184.8,0.04,+0.03%,39.0,632.0,,,,,
1996.09.20,759.35,13.8,-1.78%,30823.0,620719.0,1184.4,0.17,+0.14%,58.0,1881.0,,,,,
1996.09.19,773.15,8.95,-1.14%,28703.0,560193.0,1182.7,0.05,+0.04%,75.0,1149.0,,,,,
1996.09.18,782.1,0.34,+0.04%,28964.0,555660.0,1182.2,0.33,+0.28%,123.0,3388.0,,,,,
1996.09.17,781.76,0.12,-0.02%,22380.0,442971.0,1178.9,0.71,-0.60%,108.0,5445.0,,,,,
1996.09.16,781.88,0.15,+0.02%,20944.0,440321.0,1186.0,0.05,+0.04%,98.0,2941.0,,,,,
1996.09.14,781.73,3.46,-0.44%,15562.0,307608.0,1185.5,0.01,-0.01%,64.0,1259.0,,,,,
1996.09.13,785.19,12.38,-1.55%,24309.0,484949.0,1185.6,0.59,+0.50%,79.0,1349.0,,,,,
1996.09.12,797.57,3.88,-0.48%,25056.0,487764.0,1179.7,0.34,-0.29%,87.0,1805.0,,,,,
1996.09.11,801.45,1.59,-0.20%,21456.0,410062.0,1183.1,0.17,+0.14%,220.0,2437.0,,,,,
1996.09.10,803.04,5.66,+0.71%,24880.0,455611.0,1181.4,0.46,+0.39%,48.0,716.0,,,,,
1996.09.09,797.38,12.12,+1.54%,23100.0,403956.0,1176.8,1.0,+0.86%,73.0,1395.0,,,,,
1996.09.07,785.26,1.21,+0.15%,15756.0,286807.0,1166.8,0.27,+0.23%,37.0,801.0,,,,,
1996.09.06,784.05,3.09,-0.39%,22634.0,415772.0,1164.1,0.69,+0.60%,91.0,2050.0,,,,,
1996.09.05,787.14,4.5,-0.57%,23124.0,459586.0,1157.2,0.92,+0.80%,42.0,916.0,,,,,
1996.09.04,791.64,21.84,+2.84%,28579.0,491896.0,1148.0,0.34,+0.30%,108.0,1624.0,,,,,
1996.09.03,769.8,4.46,-0.58%,16384.0,301953.0,1144.6,0.43,-0.37%,154.0,7210.0,,,,,
1996.09.02,774.26,7.23,-0.93%,17094.0,316554.0,1148.9,0.64,-0.55%,47.0,1047.0,,,,,
1996.08.31,781.49,1.38,-0.18%,13763.0,252105.0,1155.3,0.01,+0.01%,37.0,798.0,,,,,
1996.08.30,782.87,16.71,+2.18%,20438.0,379746.0,1155.2,0.06,+0.05%,93.0,1356.0,,,,,
1996.08.29,766.16,12.81,+1.70%,19352.0,346865.0,1154.6,0.41,+0.36%,47.0,843.0,,,,,
1996.08.28,753.35,8.4,-1.10%,19836.0,388278.0,1150.5,0.26,-0.23%,239.0,2755.0,,,,,
1996.08.27,761.75,5.14,-0.67%,16793.0,357573.0,1153.1,0.5,+0.44%,103.0,1436.0,,,,,
1996.08.26,766.89,15.24,-1.95%,18198.0,385672.0,1148.1,0.17,-0.15%,91.0,1547.0,,,,,
1996.08.24,782.13,0.71,+0.09%,13762.0,291438.0,1149.8,0.08,-0.07%,91.0,1018.0,,,,,
1996.08.23,781.42,1.79,+0.23%,21386.0,444581.0,1150.6,0.79,-0.68%,82.0,1419.0,,,,,
1996.08.22,779.63,9.49,-1.20%,16827.0,353261.0,1158.5,0.07,-0.06%,41.0,1117.0,,,,,
1996.08.21,789.12,4.79,-0.60%,17222.0,340400.0,1159.2,0.19,+0.16%,30.0,536.0,,,,,
1996.08.20,793.91,6.61,-0.83%,16125.0,328858.0,1157.3,0.57,-0.49%,39.0,648.0,,,,,
1996.08.19,800.52,10.17,-1.25%,14871.0,294959.0,1163.0,0.43,-0.37%,48.0,667.0,,,,,
1996.08.17,810.69,4.27,-0.52%,10600.0,204199.0,1167.3,0.13,-0.11%,109.0,2667.0,,,,,
1996.08.16,814.96,10.88,-1.32%,16401.0,323324.0,1168.6,0.16,-0.14%,41.0,709.0,,,,,
1996.08.14,825.84,7.59,-0.91%,20604.0,383075.0,1170.2,0.05,-0.04%,44.0,681.0,,,,,
1996.08.13,833.43,4.56,-0.54%,19199.0,366375.0,1170.7,0.3,+0.26%,46.0,772.0,,,,,
1996.08.12,837.99,1.22,+0.15%,19320.0,361039.0,1167.7,0.11,+0.09%,31.0,579.0,,,,,
1996.08.10,836.77,4.16,+0.50%,14266.0,282873.0,1166.6,0.48,+0.41%,22.0,407.0,,,,,
1996.08.09,832.61,4.59,-0.55%,18716.0,345814.0,1161.8,0.39,-0.33%,66.0,811.0,,,,,
1996.08.08,837.2,3.17,+0.38%,27107.0,517056.0,1165.7,0.33,+0.28%,36.0,652.0,,,,,
1996.08.07,834.03,5.98,+0.72%,20099.0,386782.0,1162.4,0.88,+0.76%,34.0,614.0,,,,,
1996.08.06,828.05,3.75,+0.45%,20332.0,404578.0,1153.6,0.42,+0.37%,37.0,584.0,,,,,
1996.08.05,824.3,0.22,+0.03%,19236.0,401640.0,1149.4,0.64,-0.55%,40.0,768.0,,,,,
1996.08.03,824.08,2.15,-0.26%,13547.0,307055.0,1155.8,0.17,+0.15%,18.0,313.0,,,,,
1996.08.02,826.23,9.04,-1.08%,20867.0,497716.0,1154.1,0.87,+0.76%,25.0,359.0,,,,,
1996.08.01,835.27,13.56,+1.65%,28343.0,577264.0,1145.4,0.41,+0.36%,31.0,598.0,,,,,
1996.07.31,821.71,14.43,+1.79%,23527.0,444571.0,1141.3,0.65,+0.57%,38.0,494.0,,,,,
1996.07.30,807.28,2.13,+0.26%,18911.0,400197.0,1134.8,0.39,+0.34%,41.0,2357.0,,,,,
1996.07.29,805.15,0.6,+0.07%,16558.0,356816.0,1130.9,0.73,+0.65%,39.0,1240.0,,,,,
1996.07.27,804.55,9.48,-1.16%,13706.0,318637.0,1123.6,0.69,+0.62%,216.0,5592.0,,,,,
1996.07.26,814.03,6.26,-0.76%,23742.0,500817.0,1116.7,0.02,-0.02%,122.0,2842.0,,,,,
1996.07.25,820.29,12.19,-1.46%,20846.0,461453.0,1116.9,0.0,0.00%,73.0,1353.0,,,,,
1996.07.24,832.48,6.3,-0.75%,19693.0,460182.0,1116.9,0.37,+0.33%,50.0,1431.0,,,,,
1996.07.23,838.78,0.03,+0.00%,20130.0,445913.0,1113.2,0.21,+0.19%,59.0,2012.0,,,,,
1996.07.22,838.75,1.3,-0.15%,19052.0,406198.0,1111.1,0.01,+0.01%,136.0,2409.0,,,,,
1996.07.20,840.05,2.66,+0.32%,15224.0,319956.0,1111.0,0.02,+0.02%,33.0,1183.0,,,,,
1996.07.19,837.39,20.92,+2.56%,19372.0,368133.0,1110.8,1.03,+0.94%,78.0,2362.0,,,,,
1996.07.18,816.47,3.81,+0.47%,19105.0,329122.0,1100.5,1.21,+1.11%,234.0,4025.0,,,,,
1996.07.16,812.66,1.45,-0.18%,23781.0,411855.0,1088.4,1.2,+1.11%,94.0,1530.0,,,,,
1996.07.15,814.11,21.19,-2.54%,20746.0,380281.0,1076.4,0.59,-0.55%,63.0,982.0,,,,,
1996.07.13,835.3,4.52,-0.54%,15560.0,302005.0,1082.3,0.04,-0.04%,23.0,424.0,,,,,
1996.07.12,839.82,7.57,-0.89%,22309.0,459683.0,1082.7,0.6,+0.56%,49.0,1113.0,,,,,
1996.07.11,847.39,11.4,-1.33%,28812.0,647738.0,1076.7,0.98,+0.92%,55.0,1139.0,,,,,
1996.07.10,858.79,0.74,+0.09%,27151.0,590230.0,1066.9,0.68,+0.64%,76.0,1901.0,,,,,
1996.07.09,858.05,10.06,+1.19%,21471.0,456708.0,1060.1,1.19,+1.14%,45.0,589.0,,,,,
1996.07.08,847.99,2.4,-0.28%,20699.0,417926.0,1048.2,0.06,-0.06%,39.0,822.0,,,,,
1996.07.06,850.39,5.27,+0.62%,14648.0,281968.0,1048.8,1.1,+1.06%,34.0,338.0,,,,,
1996.07.05,845.12,3.61,+0.43%,23466.0,425048.0,1037.8,1.94,+1.90%,59.0,894.0,,,,,
1996.07.04,841.51,3.27,+0.39%,21946.0,416520.0,1018.4,1.31,+1.30%,235.0,5247.0,,,,,
