,종가_DJI@DJI,전일비_DJI@DJI,gvol_DJI@DJI,고가_DJI@DJI,저가_DJI@DJI,시가_DJI@DJI,rate_DJI@DJI,symb_DJI@DJI,종가_NII@NI225,전일비_NII@NI225,gvol_NII@NI225,고가_NII@NI225,저가_NII@NI225,시가_NII@NI225,rate_NII@NI225,symb_NII@NI225,종가_LNS@FTSE100,전일비_LNS@FTSE100,gvol_LNS@FTSE100,고가_LNS@FTSE100,저가_LNS@FTSE100,시가_LNS@FTSE100,rate_LNS@FTSE100,symb_LNS@FTSE100,종가_NAS@IXIC,전일비_NAS@IXIC,gvol_NAS@IXIC,고가_NAS@IXIC,저가_NAS@IXIC,시가_NAS@IXIC,rate_NAS@IXIC,symb_NAS@IXIC,종가_SHS@000001,전일비_SHS@000001,gvol_SHS@000001,고가_SHS@000001,저가_SHS@000001,시가_SHS@000001,rate_SHS@000001,symb_SHS@000001,종가_PAS@CAC40,전일비_PAS@CAC40,gvol_PAS@CAC40,고가_PAS@CAC40,저가_PAS@CAC40,시가_PAS@CAC40,rate_PAS@CAC40,symb_PAS@CAC40,종가_SPI@SPX,전일비_SPI@SPX,gvol_SPI@SPX,고가_SPI@SPX,저가_SPI@SPX,시가_SPI@SPX,rate_SPI@SPX,symb_SPI@SPX,종가_HSI@HSI,전일비_HSI@HSI,gvol_HSI@HSI,고가_HSI@HSI,저가_HSI@HSI,시가_HSI@HSI,rate_HSI@HSI,symb_HSI@HSI,종가_XTR@DAX30,전일비_XTR@DAX30,gvol_XTR@DAX30,고가_XTR@DAX30,저가_XTR@DAX30,시가_XTR@DAX30,rate_XTR@DAX30,symb_XTR@DAX30
20030117,8586.74,-111.13,135820006.0,8695.82,8523.6,8695.82,-1.27,DJI@DJI,8690.25,81.08,648800000.0,8732.85,8562.13,8566.81,0.94,NII@NI225,3820.6,-61.2,0.0,3881.8,3820.6,3881.8,-1.57,LNS@FTSE100,1376.19,-47.56,143384000.0,1401.37,1376.18,1401.37,-3.34,NAS@IXIC,1478.68,-6.94,0.0,1492.72,1472.96,1488.27,-0.47,SHS@000001,3056.93,-85.66,0.0,3128.9,3055.67,3117.95,-2.72,PAS@CAC40,901.78,-12.82,1358200060.0,914.6,899.02,914.6,-1.4,SPI@SPX,9614.59,-128.64,0.0,9733.44,9597.23,9730.55,-1.32,HSI@HSI,2918.82,-135.29,0.0,3047.11,2918.26,3047.11,-4.42,XTR@DAX30
20030116,8697.87,-25.31,153459994.0,8837.47,8634.46,8721.12,-0.29,DJI@DJI,8609.17,-2.58,591200000.0,8619.84,8536.11,8572.66,-0.03,NII@NI225,3881.8,-6.0,0.0,3900.8,3863.1,3887.8,-0.15,LNS@FTSE100,1423.75,-15.05,136655001.0,1449.13,1420.11,1440.56,-1.04,NAS@IXIC,1485.62,25.7,0.0,1486.06,1454.55,1458.87,1.76,SHS@000001,3142.59,7.93,0.0,3168.38,3115.62,3128.53,0.25,PAS@CAC40,914.6,-3.62,1534599930.0,926.03,911.98,918.22,-0.39,SPI@SPX,9743.23,-130.26,0.0,9823.63,9727.3,9798.16,-1.31,HSI@HSI,3054.11,4.71,0.0,3080.27,3023.32,3047.24,0.15,XTR@DAX30
20030115,8723.18,-119.44,143209997.0,8865.65,8674.43,8843.64,-1.35,DJI@DJI,8611.75,58.69,597800000.0,8612.13,8475.04,8564.17,0.69,NII@NI225,3887.8,-57.8,0.0,3963.2,3880.1,3945.6,-1.46,LNS@FTSE100,1438.8,-22.19,151308006.0,1463.99,1435.29,1461.04,-1.51,NAS@IXIC,1459.92,-6.93,0.0,1485.8,1448.27,1477.45,-0.47,SHS@000001,3134.66,-39.37,0.0,3215.49,3127.99,3198.74,-1.24,PAS@CAC40,918.22,-13.44,1432099960.0,932.59,916.7,931.66,-1.44,SPI@SPX,9873.49,77.18,0.0,9892.7,9807.43,9807.43,0.78,HSI@HSI,3049.4,-49.32,0.0,3145.66,3036.94,3107.61,-1.59,XTR@DAX30
20030114,8842.62,56.64,137939994.0,8865.41,8717.56,8787.22,0.64,DJI@DJI,8553.06,82.61,462900000.0,8569.8,8451.7,8512.82,0.98,NII@NI225,3945.6,-2.7,0.0,3983.8,3924.3,3948.3,-0.06,LNS@FTSE100,1460.99,14.95,132934003.0,1461.12,1442.63,1445.07,1.03,NAS@IXIC,1466.85,80.54,0.0,1476.91,1386.59,1386.9,5.81,SHS@000001,3174.03,4.21,0.0,3201.26,3147.81,3181.22,0.13,PAS@CAC40,931.66,5.4,1379399930.0,931.66,921.72,926.26,0.58,SPI@SPX,9796.31,-37.77,0.0,9843.81,9780.54,9812.91,-0.38,HSI@HSI,3098.72,38.07,0.0,3141.33,3055.29,3063.49,1.24,XTR@DAX30
20030113,8785.98,1.09,139630003.0,8896.09,8721.12,8787.83,0.01,DJI@DJI,,,,,,,,,3948.3,-25.8,0.0,4020.2,3921.9,3974.1,-0.64,LNS@FTSE100,1446.04,-1.68,137603993.0,1467.35,1436.98,1461.73,-0.11,NAS@IXIC,1386.31,1.45,0.0,1391.19,1378.65,1381.87,0.1,SHS@000001,3169.82,9.69,0.0,3210.96,3159.94,3169.89,0.3,PAS@CAC40,926.26,-1.31,1396300030.0,935.05,922.05,927.57,-0.14,SPI@SPX,9834.08,112.58,0.0,9834.08,9752.3,9752.3,1.15,HSI@HSI,3060.65,23.32,0.0,3127.12,3039.91,3039.91,0.76,XTR@DAX30
20030110,8784.89,8.71,148540006.0,8846.25,8654.21,8776.04,0.09,DJI@DJI,8470.45,-27.48,495200000.0,8569.85,8378.18,8563.38,-0.32,NII@NI225,3974.1,40.1,0.0,3997.2,3926.0,3934.0,1.01,LNS@FTSE100,1447.72,9.26,165232000.0,1457.45,1418.79,1423.62,0.64,NAS@IXIC,1384.86,-12.52,0.0,1411.37,1384.63,1398.38,-0.9,SHS@000001,3160.13,7.84,0.0,3189.31,3108.56,3142.01,0.24,PAS@CAC40,927.57,0.0,1485400060.0,932.89,917.66,927.58,0.0,SPI@SPX,9721.5,46.09,0.0,9778.28,9688.99,9711.76,0.47,HSI@HSI,3037.33,-0.35,0.0,3093.78,2986.75,3037.8,-0.01,XTR@DAX30
20030109,8776.18,180.87,156030003.0,8814.09,8596.68,8596.68,2.1,DJI@DJI,8497.93,-19.87,394900000.0,8498.03,8400.59,8440.32,-0.23,NII@NI225,3934.0,9.2,0.0,3942.5,3865.8,3924.8,0.23,LNS@FTSE100,1438.46,37.39,168599001.0,1445.09,1414.47,1414.47,2.66,NAS@IXIC,1397.38,25.31,0.0,1402.29,1365.37,1374.62,1.84,SHS@000001,3152.29,58.2,0.0,3152.29,3054.33,3097.96,1.88,PAS@CAC40,927.57,17.64,1560300030.0,928.31,909.93,909.93,1.93,SPI@SPX,9675.41,-12.8,0.0,9677.59,9599.24,9626.14,-0.13,HSI@HSI,3037.68,44.68,0.0,3043.64,2932.93,3000.24,1.49,XTR@DAX30
20030108,8595.31,-145.28,146760000.0,8749.44,8549.72,8735.93,-1.66,DJI@DJI,8517.8,-138.7,380130000.0,8614.41,8491.49,8614.41,-1.6,NII@NI225,3924.8,-32.6,0.0,3957.4,3906.8,3957.4,-0.82,LNS@FTSE100,1401.07,-30.5,145701004.0,1424.12,1399.06,1423.29,-2.13,NAS@IXIC,1372.07,40.01,0.0,1373.12,1330.45,1331.44,3.0,SHS@000001,3094.09,-66.9,0.0,3159.42,3090.1,3136.93,-2.11,PAS@CAC40,909.93,-13.0,1467600000.0,922.93,908.32,922.93,-1.4,SPI@SPX,9688.21,35.81,0.0,9781.08,9624.04,9632.36,0.37,HSI@HSI,2993.0,-119.77,0.0,3108.02,2993.0,3108.02,-3.84,XTR@DAX30
20030107,8740.59,-32.98,154520000.0,8843.37,8661.2,8775.84,-0.37,DJI@DJI,8656.5,-56.83,480500000.0,8829.06,8654.52,8810.74,-0.65,NII@NI225,3957.4,-44.0,0.0,4015.4,3925.4,4001.4,-1.09,LNS@FTSE100,1431.57,10.25,175576000.0,1442.26,1416.23,1424.26,0.72,NAS@IXIC,1332.06,-2.62,0.0,1346.82,1326.19,1335.63,-0.2,SHS@000001,3160.99,-49.28,0.0,3232.34,3145.67,3231.73,-1.53,PAS@CAC40,922.93,-6.08,1545200000.0,930.81,919.93,929.01,-0.65,SPI@SPX,9652.4,-13.56,0.0,9710.79,9592.29,9710.79,-0.14,HSI@HSI,3112.77,-44.48,0.0,3156.56,3069.11,3156.56,-1.4,XTR@DAX30
20030106,8773.57,171.88,143590003.0,8826.71,8578.86,8602.78,1.99,DJI@DJI,8713.33,134.38,232600000.0,8761.78,8669.89,8669.89,1.57,NII@NI225,4001.4,-3.5,0.0,4025.5,3930.9,4004.9,-0.08,LNS@FTSE100,1421.32,34.24,156768998.0,1428.65,1390.09,1390.19,2.46,NAS@IXIC,1334.68,14.81,0.0,1334.89,1311.68,1319.69,1.12,SHS@000001,3210.27,22.39,0.0,3228.89,3156.57,3204.81,0.7,PAS@CAC40,929.01,20.42,1435900030.0,931.77,908.59,908.59,2.24,SPI@SPX,9665.96,82.11,0.0,9683.86,9560.82,9605.09,0.85,HSI@HSI,3157.25,64.31,0.0,3157.25,3033.77,3101.17,2.07,XTR@DAX30
20030103,8601.69,-5.83,113080000.0,8669.91,8503.71,8607.38,-0.06,DJI@DJI,,,,,,,,,4004.9,-4.6,0.0,4027.6,3991.2,4009.5,-0.11,LNS@FTSE100,1387.08,2.23,114959001.0,1389.44,1374.61,1382.36,0.16,NAS@IXIC,1319.87,-0.76,0.0,1323.63,1312.8,1317.58,-0.06,SHS@000001,3187.88,-7.14,0.0,3217.78,3174.98,3204.85,-0.22,PAS@CAC40,908.59,-0.44,1130800000.0,911.25,903.07,909.03,-0.04,SPI@SPX,9583.85,218.33,0.0,9585.66,9520.85,9523.25,2.33,HSI@HSI,3092.94,-12.1,0.0,3124.86,3070.03,3098.89,-0.38,XTR@DAX30
20030102,8607.52,265.89,122920000.0,8633.02,8342.38,8342.38,3.18,DJI@DJI,,,,,,,,,4009.5,69.1,0.0,4009.5,3915.8,3940.4,1.75,LNS@FTSE100,1384.85,49.34,128753996.0,1384.91,1336.98,1346.93,3.69,NAS@IXIC,1320.63,-37.02,0.0,1351.34,1317.47,1347.43,-2.73,SHS@000001,3195.02,131.11,0.0,3195.02,3048.68,3057.06,4.27,PAS@CAC40,909.03,29.21,1229200000.0,909.03,879.82,879.82,3.31,SPI@SPX,9365.52,44.23,0.0,9378.35,9294.53,9333.64,0.47,HSI@HSI,3105.04,212.41,0.0,3105.04,2898.68,2898.68,7.34,XTR@DAX30
20021231,8341.63,8.78,108849997.0,8400.46,8216.44,8332.24,0.1,DJI@DJI,8578.95,0.0,0.0,8578.95,8578.95,8578.95,0.0,NII@NI225,3940.4,39.8,0.0,3949.1,3890.7,3900.6,1.02,LNS@FTSE100,1335.51,-4.03,116677004.0,1345.11,1327.19,1336.83,-0.3,NAS@IXIC,1357.65,-8.71,0.0,1370.53,1348.71,1364.97,-0.63,SHS@000001,3063.91,38.77,0.0,3091.98,3023.13,3028.15,1.28,PAS@CAC40,879.82,0.43,1088500000.0,881.93,869.45,879.39,0.04,SPI@SPX,9321.29,48.96,0.0,9332.02,9291.77,9298.78,0.52,HSI@HSI,,,,,,,,
20021230,8332.85,29.07,105780000.0,8405.67,8214.93,8304.06,0.35,DJI@DJI,8578.95,-135.1,168100000.0,8617.65,8543.7,8617.65,-1.55,NII@NI225,3900.6,71.2,0.0,3903.7,3805.1,3829.4,1.85,LNS@FTSE100,1339.54,-8.77,107657996.0,1353.38,1329.64,1349.43,-0.65,NAS@IXIC,1366.36,-16.61,0.0,1379.75,1358.43,1379.74,-1.2,SHS@000001,3025.14,13.31,0.0,3029.52,2984.02,3021.67,0.44,PAS@CAC40,879.39,3.99,1057800000.0,882.1,870.23,875.4,0.45,SPI@SPX,9272.33,-172.93,0.0,9362.7,9244.9,9345.67,-1.83,HSI@HSI,2892.63,52.63,0.0,2900.95,2836.01,2838.87,1.85,XTR@DAX30
20021227,8303.78,-128.83,75840000.0,8470.05,8272.31,8429.28,-1.52,DJI@DJI,8714.05,13.95,326000000.0,8714.05,8630.82,8686.5,0.16,NII@NI225,3829.4,-112.7,0.0,3944.1,3822.2,3942.1,-2.85,LNS@FTSE100,1348.31,-19.58,80496000.0,1369.21,1346.65,1363.64,-1.43,NAS@IXIC,1382.97,-1.18,0.0,1389.33,1367.85,1379.33,-0.08,SHS@000001,3011.83,-69.45,0.0,3080.57,3004.06,3047.26,-2.25,PAS@CAC40,875.4,-14.26,758400000.0,890.46,873.62,889.66,-1.6,SPI@SPX,9445.26,-116.37,0.0,9550.59,9426.06,9542.49,-1.21,HSI@HSI,2840.0,-160.84,0.0,2996.67,2840.0,2996.67,-5.35,XTR@DAX30
20021226,8432.61,-15.5,72110003.0,8587.98,8392.23,8448.86,-0.18,DJI@DJI,8700.1,198.96,292900000.0,8706.48,8572.72,8575.58,2.34,NII@NI225,,,,,,,,,1367.89,-4.58,81231001.0,1392.58,1363.61,1375.14,-0.33,NAS@IXIC,1384.15,-37.37,0.0,1420.0,1382.36,1419.97,-2.62,SHS@000001,,,,,,,,,889.66,-2.81,721100000.0,903.89,887.48,892.47,-0.31,SPI@SPX,,,,,,,,,,,,,,,,
20021224,8448.11,-45.18,45831002.0,8522.98,8407.45,8491.99,-0.53,DJI@DJI,8512.37,105.49,510700000.0,8556.58,8389.49,8434.26,1.26,NII@NI225,3942.1,5.2,0.0,3957.7,3923.4,3936.9,0.13,LNS@FTSE100,1372.47,-9.22,52388000.0,1382.93,1372.38,1375.96,-0.66,NAS@IXIC,1430.83,0.63,0.0,1431.12,1420.38,1429.53,0.04,SHS@000001,3081.28,-6.34,0.0,3114.17,3062.06,3114.17,-0.2,PAS@CAC40,892.47,-4.91,458310000.0,897.38,892.29,897.38,-0.54,SPI@SPX,9561.63,-9.3,0.0,9593.93,9554.31,9586.26,-0.09,HSI@HSI,,,,,,,,
20021223,8493.29,-18.03,111209997.0,8573.92,8418.9,8511.39,-0.21,DJI@DJI,8406.88,0.0,0.0,8406.88,8406.88,8406.88,0.0,NII@NI225,3936.9,47.0,0.0,3936.9,3887.6,3889.9,1.2,LNS@FTSE100,1381.69,18.64,119305996.0,1384.29,1358.29,1359.92,1.36,NAS@IXIC,1430.2,2.26,0.0,1439.85,1429.29,1429.95,0.15,SHS@000001,3087.62,4.77,0.0,3105.94,3067.72,3105.94,0.15,PAS@CAC40,897.38,1.62,1112100000.0,902.43,892.26,895.74,0.18,SPI@SPX,9570.93,-57.76,0.0,9640.92,9552.07,9640.92,-0.59,HSI@HSI,3000.84,-23.38,0.0,3048.29,2961.78,3022.31,-0.77,XTR@DAX30
20021220,8511.32,146.52,178272998.0,8557.47,8367.41,8367.41,1.75,DJI@DJI,8406.88,19.31,493600000.0,8421.91,8305.8,8408.38,0.23,NII@NI225,3889.9,48.5,0.0,3893.3,3841.4,3841.4,1.26,LNS@FTSE100,1363.05,8.95,199212006.0,1370.79,1358.8,1364.19,0.66,NAS@IXIC,1427.94,14.34,0.0,1431.36,1410.46,1414.35,1.01,SHS@000001,3082.85,28.64,0.0,3118.28,3042.6,3057.18,0.93,PAS@CAC40,895.76,11.51,1782730000.0,897.79,884.25,884.25,1.3,SPI@SPX,9628.69,70.83,0.0,9631.53,9478.92,9499.77,0.74,HSI@HSI,3024.22,62.81,0.0,3039.12,2948.56,2970.28,2.12,XTR@DAX30
20021219,8364.8,-82.55,138590003.0,8530.25,8302.41,8441.94,-0.97,DJI@DJI,8387.57,43.56,483800000.0,8411.76,8256.52,8312.3,0.52,NII@NI225,3841.4,6.2,0.0,3907.2,3803.4,3835.2,0.16,LNS@FTSE100,1354.1,-7.41,165454003.0,1384.58,1346.18,1358.61,-0.54,NAS@IXIC,1413.6,1.88,0.0,1414.29,1402.64,1411.28,0.13,SHS@000001,3054.21,-23.18,0.0,3134.36,3016.87,3094.87,-0.75,PAS@CAC40,884.25,-6.87,1385900000.0,899.19,880.32,890.02,-0.77,SPI@SPX,9557.86,9.21,0.0,9590.21,9477.82,9544.9,0.09,HSI@HSI,2961.41,-61.28,0.0,3099.32,2925.87,3031.98,-2.02,XTR@DAX30
20021218,8447.35,-88.04,144620006.0,8553.76,8367.89,8531.31,-1.03,DJI@DJI,8344.01,-166.72,437500000.0,8489.53,8310.42,8468.43,-1.96,NII@NI225,3835.2,-73.5,0.0,3911.4,3827.8,3908.7,-1.88,LNS@FTSE100,1361.51,-30.54,152960000.0,1380.63,1355.55,1380.63,-2.19,NAS@IXIC,1411.72,-4.38,0.0,1424.48,1409.84,1416.67,-0.3,SHS@000001,3077.39,-61.22,0.0,3132.52,3077.39,3121.27,-1.95,PAS@CAC40,891.12,-11.87,1446200000.0,902.99,887.82,902.99,-1.31,SPI@SPX,9548.65,-167.09,0.0,9657.45,9527.49,9652.77,-1.71,HSI@HSI,3022.69,-117.28,0.0,3136.04,3022.69,3136.04,-3.73,XTR@DAX30
20021217,8535.39,-92.01,125180006.0,8672.38,8495.21,8626.99,-1.06,DJI@DJI,8510.73,59.79,464200000.0,8583.68,8487.2,8525.15,0.71,NII@NI225,3908.7,-75.3,0.0,3999.8,3906.1,3984.0,-1.89,LNS@FTSE100,1392.05,-8.28,133674995.0,1408.16,1385.37,1396.33,-0.59,NAS@IXIC,1416.1,7.58,0.0,1418.21,1403.58,1409.17,0.53,SHS@000001,3138.61,-35.24,0.0,3202.81,3126.41,3200.92,-1.11,PAS@CAC40,902.99,-7.41,1251800000.0,911.22,901.74,910.4,-0.81,SPI@SPX,9715.74,59.28,0.0,9787.64,9682.02,9787.24,0.61,HSI@HSI,3139.97,-65.32,0.0,3222.4,3136.09,3209.65,-2.03,XTR@DAX30
20021216,8627.4,193.69,127160000.0,8649.06,8421.58,8436.59,2.29,DJI@DJI,8450.94,-65.13,445500000.0,8570.43,8416.2,8499.09,-0.77,NII@NI225,3984.0,105.9,0.0,3987.9,3846.8,3878.1,2.73,LNS@FTSE100,1400.33,37.91,140621004.0,1400.49,1365.66,1367.74,2.78,NAS@IXIC,1408.52,11.62,0.0,1409.94,1392.89,1397.72,0.83,SHS@000001,3173.85,97.0,0.0,3181.17,3064.6,3071.13,3.15,PAS@CAC40,910.4,20.92,1271600000.0,910.42,889.48,889.48,2.35,SPI@SPX,9656.46,-71.97,0.0,9677.85,9627.71,9644.64,-0.73,HSI@HSI,3205.29,128.23,0.0,3205.29,3029.74,3074.51,4.16,XTR@DAX30
20021213,8433.71,-104.69,133080000.0,8563.16,8374.68,8536.07,-1.22,DJI@DJI,8516.07,-192.62,886100000.0,8694.23,8496.29,8694.23,-2.21,NII@NI225,3878.1,-57.2,0.0,3961.8,3839.4,3935.3,-1.45,LNS@FTSE100,1362.42,-37.13,137141004.0,1387.71,1362.42,1387.71,-2.65,NAS@IXIC,1396.9,12.99,0.0,1401.6,1367.93,1375.78,0.93,SHS@000001,3076.85,-60.58,0.0,3134.49,3054.12,3134.4,-1.93,PAS@CAC40,889.48,-12.1,1330800000.0,901.58,888.48,901.58,-1.34,SPI@SPX,9728.43,-85.35,0.0,9754.86,9695.74,9743.19,-0.86,HSI@HSI,3077.06,-34.82,0.0,3122.53,3034.12,3110.79,-1.11,XTR@DAX30
20021212,8538.4,-50.74,125529997.0,8662.71,8466.21,8590.99,-0.59,DJI@DJI,8708.69,-18.97,363600000.0,8754.81,8682.98,8742.63,-0.22,NII@NI225,3935.3,-39.6,0.0,3982.3,3916.0,3974.9,-0.99,LNS@FTSE100,1399.55,2.96,140822003.0,1411.69,1388.51,1407.02,0.21,NAS@IXIC,1383.91,4.71,0.0,1399.77,1378.81,1378.82,0.34,SHS@000001,3137.43,-52.66,0.0,3200.3,3121.28,3184.87,-1.65,PAS@CAC40,901.58,-3.38,1255300000.0,908.37,897.0,904.96,-0.37,SPI@SPX,9813.78,29.21,0.0,9852.57,9772.8,9816.99,0.29,HSI@HSI,3111.88,-84.17,0.0,3208.59,3098.26,3193.59,-2.63,XTR@DAX30
20021211,8589.14,14.88,128510003.0,8669.91,8452.84,8571.52,0.17,DJI@DJI,8727.66,-76.86,470400000.0,8876.03,8725.32,8855.87,-0.87,NII@NI225,3974.9,49.9,0.0,3995.0,3919.9,3925.0,1.27,LNS@FTSE100,1396.59,5.83,142387993.0,1407.15,1377.71,1382.1,0.41,NAS@IXIC,1379.2,-4.64,0.0,1383.15,1367.31,1381.4,-0.33,SHS@000001,3190.09,47.34,0.0,3204.14,3148.64,3169.2,1.5,PAS@CAC40,904.96,0.51,1285100000.0,909.94,896.48,904.45,0.05,SPI@SPX,9784.57,-73.42,0.0,9884.16,9742.0,9874.93,-0.74,HSI@HSI,3196.05,28.06,0.0,3212.62,3134.37,3166.46,0.88,XTR@DAX30
20021210,8574.26,100.85,128659994.0,8624.93,8419.86,8473.61,1.19,DJI@DJI,8804.52,-23.53,481300000.0,8869.26,8753.5,8756.1,-0.27,NII@NI225,3925.0,-8.9,0.0,3985.6,3912.1,3933.9,-0.22,LNS@FTSE100,1390.76,23.62,147024998.0,1397.84,1373.89,1374.56,1.72,NAS@IXIC,1383.84,-17.03,0.0,1406.9,1383.57,1400.56,-1.21,SHS@000001,3142.75,27.12,0.0,3147.84,3087.01,3096.9,0.87,PAS@CAC40,904.45,12.45,1286600000.0,904.95,892.0,892.0,1.39,SPI@SPX,9857.99,-10.49,0.0,9868.74,9763.79,9763.79,-0.1,HSI@HSI,3167.99,102.42,0.0,3173.96,3062.87,3062.87,3.34,XTR@DAX30
20021209,8473.41,-172.36,132080000.0,8643.99,8438.24,8643.99,-1.99,DJI@DJI,8828.05,-35.21,439900000.0,8942.21,8798.56,8836.68,-0.4,NII@NI225,3933.9,-79.6,0.0,4039.8,3933.9,4013.5,-1.98,LNS@FTSE100,1367.14,-55.3,149681996.0,1411.4,1367.07,1411.4,-3.88,NAS@IXIC,1400.87,-4.66,0.0,1410.79,1395.93,1404.51,-0.33,SHS@000001,3115.63,-70.14,0.0,3234.06,3108.6,3234.06,-2.2,PAS@CAC40,892.0,-20.23,1320800000.0,912.23,891.97,912.23,-2.21,SPI@SPX,9868.48,-105.27,0.0,9999.39,9821.56,9988.69,-1.05,HSI@HSI,3065.57,-141.96,0.0,3223.42,3065.57,3206.36,-4.42,XTR@DAX30
20021206,8645.77,22.49,124110003.0,8707.21,8469.16,8620.88,0.26,DJI@DJI,8863.26,-54.31,489600000.0,8907.15,8805.04,8897.67,-0.61,NII@NI225,4013.5,-18.9,0.0,4050.4,3931.9,4032.4,-0.46,LNS@FTSE100,1422.44,11.69,152979993.0,1430.39,1391.1,1395.18,0.82,NAS@IXIC,1405.53,0.65,0.0,1417.0,1396.21,1404.93,0.04,SHS@000001,3185.77,27.73,0.0,3202.09,3096.98,3178.1,0.87,PAS@CAC40,912.23,5.68,1241100000.0,915.48,895.96,906.55,0.62,SPI@SPX,9973.75,-36.13,0.0,9978.85,9890.62,9940.6,-0.36,HSI@HSI,3207.53,-17.21,0.0,3245.76,3108.76,3221.68,-0.53,XTR@DAX30
20021205,8623.28,-114.57,125020006.0,8796.68,8572.0,8740.66,-1.31,DJI@DJI,8917.57,-89.16,492900000.0,9035.42,8907.35,8968.63,-0.99,NII@NI225,4032.4,-16.2,0.0,4109.9,4019.6,4048.6,-0.4,LNS@FTSE100,1410.75,-19.6,146233996.0,1445.95,1410.58,1444.74,-1.37,NAS@IXIC,1404.88,-9.57,0.0,1411.89,1395.08,1411.89,-0.67,SHS@000001,3158.04,-41.8,0.0,3283.78,3142.69,3221.88,-1.3,PAS@CAC40,906.55,-11.03,1250200000.0,921.49,905.9,917.58,-1.2,SPI@SPX,10009.88,14.15,0.0,10036.52,9940.25,9997.62,0.14,HSI@HSI,3224.74,-96.01,0.0,3386.27,3189.12,3327.75,-2.89,XTR@DAX30
20021204,8737.85,-5.08,158889997.0,8834.04,8600.93,8734.22,-0.05,DJI@DJI,9006.73,-198.38,528200000.0,9126.63,8960.62,9126.63,-2.16,NII@NI225,4048.6,-26.8,0.0,4075.4,4023.0,4075.4,-0.65,LNS@FTSE100,1430.35,-18.61,188607001.0,1444.18,1412.92,1427.05,-1.28,NAS@IXIC,1414.45,5.61,0.0,1432.9,1406.61,1414.89,0.39,SHS@000001,3199.84,-22.42,0.0,3236.51,3170.3,3200.17,-0.69,PAS@CAC40,917.58,-3.17,1588900000.0,925.25,909.51,920.75,-0.34,SPI@SPX,9995.73,-231.28,0.0,10123.26,9941.93,10123.26,-2.26,HSI@HSI,3320.75,40.26,0.0,3331.14,3235.58,3275.8,1.22,XTR@DAX30
20021203,8742.93,-119.64,148840000.0,8882.04,8649.89,8861.13,-1.34,DJI@DJI,9205.11,30.64,536500000.0,9320.11,9183.58,9244.17,0.33,NII@NI225,4075.4,-78.9,0.0,4154.3,4070.6,4154.3,-1.89,LNS@FTSE100,1448.96,-35.82,165151001.0,1474.69,1445.23,1474.69,-2.41,NAS@IXIC,1408.84,-25.34,0.0,1409.89,1388.51,1391.72,-1.76,SHS@000001,3222.26,-76.5,0.0,3319.21,3219.14,3307.1,-2.31,PAS@CAC40,920.75,-13.78,1488400000.0,934.53,918.73,934.53,-1.47,SPI@SPX,10227.01,21.85,0.0,10246.86,10179.64,10187.85,0.21,HSI@HSI,3280.49,-99.71,0.0,3410.95,3278.63,3389.13,-2.94,XTR@DAX30
20021202,8862.57,-33.52,161200000.0,9076.35,8757.6,8902.95,-0.37,DJI@DJI,9174.47,-41.09,477600000.0,9251.82,9112.46,9208.61,-0.45,NII@NI225,4154.3,-15.1,0.0,4218.6,4149.8,4169.4,-0.36,LNS@FTSE100,1484.78,6.0,192554995.0,1521.44,1474.59,1507.94,0.4,NAS@IXIC,1434.18,0.0,0.0,1434.18,1434.18,1434.18,0.0,SHS@000001,3298.76,-27.89,0.0,3393.04,3291.9,3327.07,-0.83,PAS@CAC40,934.53,-1.78,1612000000.0,954.28,927.72,936.31,-0.19,SPI@SPX,10205.16,135.29,0.0,10205.16,10079.51,10107.96,1.34,HSI@HSI,3380.2,59.88,0.0,3476.83,3332.73,3332.73,1.8,XTR@DAX30
20021129,8896.09,-35.59,64345997.0,8995.78,8847.42,8933.67,-0.39,DJI@DJI,9215.56,38.78,651400000.0,9294.1,9125.35,9171.76,0.42,NII@NI225,4169.4,-16.0,0.0,4206.8,4130.3,4185.4,-0.38,LNS@FTSE100,1478.78,-9.16,84180998.0,1497.44,1478.72,1495.81,-0.61,NAS@IXIC,1434.18,16.65,0.0,1450.19,1409.2,1420.43,1.17,SHS@000001,3326.65,-3.34,0.0,3360.29,3302.8,3339.06,-0.1,PAS@CAC40,936.31,-2.56,643460000.0,941.82,935.58,938.87,-0.27,SPI@SPX,10069.87,-77.97,0.0,10170.3,10061.89,10170.3,-0.76,HSI@HSI,3320.32,-40.44,0.0,3403.4,3320.32,3361.06,-1.2,XTR@DAX30
20021127,8931.68,255.26,135030003.0,8975.08,8678.96,8678.96,2.94,DJI@DJI,8875.88,51.89,472600000.0,8927.04,8761.17,8761.17,0.59,NII@NI225,4144.2,73.2,0.0,4146.2,4060.9,4071.0,1.79,LNS@FTSE100,1487.94,43.51,173449996.0,1491.45,1462.62,1463.27,3.01,NAS@IXIC,1378.75,7.58,0.0,1384.0,1353.14,1365.82,0.55,SHS@000001,3313.76,98.57,0.0,3323.37,3181.84,3225.08,3.06,PAS@CAC40,938.87,25.56,1350300000.0,940.41,913.31,913.31,2.79,SPI@SPX,9944.59,-50.93,0.0,10013.65,9912.02,9912.84,-0.5,HSI@HSI,3346.14,154.51,0.0,3346.14,3148.94,3184.47,4.84,XTR@DAX30
