날짜,종가_OIL_GSL,전일대비_OIL_GSL,등략율_OIL_GSL
2011.04.16,1944.47,0.02,+ 0.00%
2011.04.15,1944.48,0.11,-0.01%
2011.04.14,1944.76,0.01,-0.00%
2011.04.13,1944.78,0.35,-0.02%
2011.04.12,1945.18,1.53,+ 0.08%
2011.04.11,1943.79,2.2,-0.11%
2011.04.10,1946.2,0.73,-0.04%
2011.04.09,1947.18,2.46,-0.13%
2011.04.08,1950.29,5.51,-0.28%
2011.04.07,1957.0,13.92,-0.71%
2011.04.06,1971.29,0.08,-0.00%
2011.04.05,1971.42,0.14,+ 0.01%
2011.04.04,1971.2,0.14,+ 0.01%
2011.04.03,1971.03,0.13,+ 0.01%
2011.04.02,1970.79,0.31,+ 0.02%
2011.04.01,1970.28,0.49,+ 0.02%
2011.03.31,1969.57,0.4,+ 0.02%
2011.03.30,1968.94,0.84,+ 0.04%
2011.03.29,1967.6,2.48,+ 0.13%
2011.03.28,1964.63,0.48,+ 0.02%
2011.03.27,1963.95,0.28,+ 0.01%
2011.03.26,1963.39,0.63,+ 0.03%
2011.03.25,1962.24,0.8,+ 0.04%
2011.03.24,1960.91,0.67,+ 0.03%
2011.03.23,1959.91,0.76,+ 0.04%
2011.03.22,1958.65,0.72,+ 0.04%
2011.03.21,1957.36,1.09,+ 0.06%
2011.03.20,1955.96,0.67,+ 0.03%
2011.03.19,1954.83,1.38,+ 0.07%
2011.03.18,1952.59,1.31,+ 0.07%
2011.03.17,1950.37,1.3,+ 0.07%
2011.03.16,1948.28,1.57,+ 0.08%
2011.03.15,1945.59,1.96,+ 0.10%
2011.03.14,1942.38,1.35,+ 0.07%
2011.03.13,1940.45,1.0,+ 0.05%
2011.03.12,1938.15,2.68,+ 0.14%
2011.03.11,1933.74,3.52,+ 0.18%
2011.03.10,1928.37,4.66,+ 0.24%
2011.03.09,1921.45,4.64,+ 0.24%
2011.03.08,1914.02,5.96,+ 0.31%
2011.03.07,1906.42,2.32,+ 0.12%
2011.03.06,1903.37,1.54,+ 0.08%
2011.03.05,1900.5,3.4,+ 0.18%
2011.03.04,1895.14,3.36,+ 0.18%
2011.03.03,1890.14,4.14,+ 0.22%
2011.03.02,1883.77,6.53,+ 0.35%
2011.03.01,1877.16,7.41,+ 0.40%
2011.02.28,1869.8,2.3,+ 0.12%
2011.02.27,1867.17,0.57,+ 0.03%
2011.02.26,1866.02,1.45,+ 0.08%
2011.02.25,1863.53,1.74,+ 0.09%
2011.02.24,1860.91,1.96,+ 0.11%
2011.02.23,1858.08,1.69,+ 0.09%
2011.02.22,1854.13,0.54,+ 0.03%
2011.02.21,1853.22,0.35,+ 0.02%
2011.02.20,1852.78,0.27,+ 0.01%
2011.02.19,1852.33,0.44,+ 0.02%
2011.02.18,1851.61,0.36,+ 0.02%
2011.02.17,1849.04,1.73,-0.09%
2011.02.16,1850.58,0.33,+ 0.02%
2011.02.15,1850.43,0.48,+ 0.03%
2011.02.14,1849.76,0.5,+ 0.03%
2011.02.13,1849.18,0.36,+ 0.02%
2011.02.12,1848.7,0.89,+ 0.05%
2011.02.11,1847.51,1.1,+ 0.06%
2011.02.10,1846.13,1.68,+ 0.09%
2011.02.09,1844.1,2.1,+ 0.11%
2011.02.08,1841.57,2.56,+ 0.14%
2011.02.07,1838.75,0.41,+ 0.02%
2011.02.06,1838.35,0.17,+ 0.01%
2011.02.05,1838.18,0.24,+ 0.01%
2011.02.04,1837.88,0.27,+ 0.01%
2011.02.03,1837.59,0.25,+ 0.01%
2011.02.02,1837.29,0.72,+ 0.04%
2011.02.01,1836.37,0.89,+ 0.05%
2011.01.31,1835.04,0.42,+ 0.02%
2011.01.30,1834.55,0.34,+ 0.02%
2011.01.29,1834.11,0.72,+ 0.04%
2011.01.28,1833.22,0.72,+ 0.04%
2011.01.27,1832.39,0.78,+ 0.04%
2011.01.26,1831.57,0.68,+ 0.04%
2011.01.25,1830.75,1.06,+ 0.06%
2011.01.24,1829.59,0.29,+ 0.02%
2011.01.23,1829.26,0.19,+ 0.01%
2011.01.22,1829.03,0.45,+ 0.02%
2011.01.21,1828.47,0.42,+ 0.02%
2011.01.20,1827.95,0.56,+ 0.03%
2011.01.19,1827.11,0.47,+ 0.03%
2011.01.18,1826.5,1.24,+ 0.07%
2011.01.17,1825.11,0.36,+ 0.02%
2011.01.16,1824.75,0.17,+ 0.01%
2011.01.15,1824.55,0.19,+ 0.01%
2011.01.14,1824.22,0.41,+ 0.02%
2011.01.13,1823.68,0.46,+ 0.03%
2011.01.12,1823.13,0.46,+ 0.03%
2011.01.11,1822.54,0.19,+ 0.01%
2011.01.10,1822.27,0.51,+ 0.03%
2011.01.09,1821.64,0.22,+ 0.01%
2011.01.08,1821.17,0.51,+ 0.03%
2011.01.07,1820.21,0.77,+ 0.04%
2011.01.06,1819.06,0.53,+ 0.03%
2011.01.05,1818.2,0.72,+ 0.04%
2011.01.04,1817.06,0.91,+ 0.05%
2011.01.03,1815.73,0.49,+ 0.03%
2011.01.02,1814.62,0.05,+ 0.00%
2011.01.01,1814.1,1.45,+ 0.08%
2010.12.31,1811.81,1.1,+ 0.06%
2010.12.30,1809.9,1.63,+ 0.09%
2010.12.29,1807.48,2.06,+ 0.11%
2010.12.28,1804.35,3.31,+ 0.18%
2010.12.27,1800.1,1.13,+ 0.06%
2010.12.26,1798.56,0.72,+ 0.04%
2010.12.25,1797.1,1.52,+ 0.08%
2010.12.24,1794.48,1.64,+ 0.09%
2010.12.23,1791.61,1.85,+ 0.10%
2010.12.22,1788.78,1.84,+ 0.10%
2010.12.21,1785.99,1.93,+ 0.11%
2010.12.20,1783.25,1.13,+ 0.06%
2010.12.19,1781.64,1.0,+ 0.06%
2010.12.18,1780.02,1.63,+ 0.09%
2010.12.17,1777.19,1.74,+ 0.10%
2010.12.16,1774.18,2.59,+ 0.15%
2010.12.15,1770.43,2.52,+ 0.14%
2010.12.14,1766.5,3.62,+ 0.21%
2010.12.13,1761.73,1.52,+ 0.09%
2010.12.12,1759.58,1.14,+ 0.06%
2010.12.11,1757.44,2.39,+ 0.14%
2010.12.10,1753.45,3.04,+ 0.17%
2010.12.09,1748.96,3.0,+ 0.17%
2010.12.08,1744.58,4.16,+ 0.24%
2010.12.07,1738.93,5.17,+ 0.30%
2010.12.06,1732.9,0.25,+ 0.01%
2010.12.05,1732.56,0.22,+ 0.01%
2010.12.04,1732.15,0.52,+ 0.03%
2010.12.03,1731.23,0.58,+ 0.03%
2010.12.02,1730.37,0.34,+ 0.02%
2010.12.01,1729.75,0.81,+ 0.05%
2010.11.30,1728.47,0.13,+ 0.01%
2010.11.29,1728.09,0.29,+ 0.02%
2010.11.28,1727.6,0.24,+ 0.01%
2010.11.27,1726.99,0.18,+ 0.01%
2010.11.26,1726.3,0.29,+ 0.02%
2010.11.25,1725.46,0.36,+ 0.02%
2010.11.24,1724.46,0.19,+ 0.01%
2010.11.23,1723.67,0.46,+ 0.03%
2010.11.22,1722.84,0.44,+ 0.03%
2010.11.21,1722.23,0.3,+ 0.02%
2010.11.20,1721.64,0.69,+ 0.04%
2010.11.19,1720.6,0.79,+ 0.05%
2010.11.18,1719.32,1.22,+ 0.07%
2010.11.17,1717.4,1.72,+ 0.10%
2010.11.16,1714.96,2.42,+ 0.14%
2010.11.15,1712.1,0.43,+ 0.03%
2010.11.14,1711.55,0.32,+ 0.02%
2010.11.13,1710.97,0.6,+ 0.04%
2010.11.12,1710.08,0.77,+ 0.05%
2010.11.11,1709.17,0.31,+ 0.02%
2010.11.10,1708.74,0.28,+ 0.02%
2010.11.09,1708.23,0.44,+ 0.03%
2010.11.08,1707.68,0.06,+ 0.00%
2010.11.07,1707.6,0.09,+ 0.01%
2010.11.06,1707.46,0.04,+ 0.00%
2010.11.05,1707.35,0.03,+ 0.00%
2010.11.04,1707.26,0.02,-0.00%
2010.11.03,1707.25,0.02,+ 0.00%
2010.11.02,1707.2,0.14,+ 0.01%
2010.11.01,1707.0,0.23,+ 0.01%
2010.10.31,1706.77,0.05,+ 0.00%
2010.10.30,1706.69,0.1,+ 0.01%
2010.10.29,1706.53,0.14,+ 0.01%
2010.10.28,1706.24,0.16,+ 0.01%
2010.10.27,1705.98,0.18,+ 0.01%
2010.10.26,1705.68,0.03,-0.00%
2010.10.25,1705.4,0.23,+ 0.01%
2010.10.24,1705.08,0.27,+ 0.02%
2010.10.23,1704.67,0.4,+ 0.02%
2010.10.22,1703.97,0.33,+ 0.02%
2010.10.21,1703.45,0.63,+ 0.04%
2010.10.20,1702.41,0.66,+ 0.04%
2010.10.19,1701.28,1.12,+ 0.07%
2010.10.18,1699.86,0.5,+ 0.03%
2010.10.17,1699.22,0.35,+ 0.02%
2010.10.16,1698.61,0.55,+ 0.03%
2010.10.15,1697.81,0.48,+ 0.03%
2010.10.14,1697.19,0.4,+ 0.02%
2010.10.13,1696.55,0.81,+ 0.05%
2010.10.12,1695.34,1.47,+ 0.09%
2010.10.11,1693.78,0.05,+ 0.00%
2010.10.10,1693.69,0.07,+ 0.00%
2010.10.09,1693.67,0.02,-0.00%
2010.10.08,1693.72,0.13,-0.01%
2010.10.07,1693.93,0.15,-0.01%
2010.10.06,1694.22,0.22,-0.01%
2010.10.05,1694.53,0.15,+ 0.01%
2010.10.04,1694.46,0.21,-0.01%
2010.10.03,1694.7,0.16,-0.01%
2010.10.02,1695.02,0.3,-0.02%
2010.10.01,1695.54,0.82,-0.05%
2010.09.30,1696.5,0.4,-0.02%
2010.09.29,1697.05,0.6,-0.04%
2010.09.28,1697.83,0.91,-0.05%
2010.09.27,1698.88,0.22,-0.01%
2010.09.26,1699.12,0.04,-0.00%
2010.09.25,1699.24,0.14,-0.01%
2010.09.24,1699.42,0.07,-0.00%
2010.09.23,1699.47,0.03,+ 0.00%
2010.09.22,1699.45,0.03,-0.00%
2010.09.21,1699.45,0.04,+ 0.00%
2010.09.20,1699.33,0.08,-0.00%
2010.09.19,1699.41,0.1,-0.01%
2010.09.18,1699.54,0.06,-0.00%
2010.09.17,1699.62,0.02,-0.00%
2010.09.16,1699.72,0.05,-0.00%
2010.09.15,1699.88,0.39,-0.02%
2010.09.14,1700.38,0.32,-0.02%
2010.09.13,1700.7,0.14,-0.01%
2010.09.12,1700.93,0.08,-0.00%
2010.09.11,1700.99,0.17,-0.01%
2010.09.10,1701.3,0.12,-0.01%
2010.09.09,1701.58,0.29,-0.02%
2010.09.08,1702.07,0.11,-0.01%
2010.09.07,1702.31,0.57,+ 0.03%
2010.09.06,1701.8,0.38,-0.02%
2010.09.05,1702.24,0.25,-0.01%
2010.09.04,1702.64,0.53,-0.03%
2010.09.03,1703.49,0.62,-0.04%
2010.09.02,1704.51,0.94,-0.06%
2010.09.01,1705.98,1.76,-0.10%
2010.08.31,1708.18,1.38,-0.08%
2010.08.30,1709.79,0.56,-0.03%
2010.08.29,1710.46,0.3,-0.02%
2010.08.28,1710.94,0.49,-0.03%
2010.08.27,1711.68,0.5,-0.03%
2010.08.26,1712.39,0.56,-0.03%
2010.08.25,1713.19,0.75,-0.04%
2010.08.24,1714.19,1.43,-0.08%
2010.08.23,1715.74,0.29,-0.02%
2010.08.22,1716.07,0.15,-0.01%
2010.08.21,1716.28,0.27,-0.02%
2010.08.20,1716.66,0.21,-0.01%
2010.08.19,1716.96,0.33,-0.02%
2010.08.18,1717.42,0.75,-0.04%
2010.08.17,1718.25,1.0,-0.06%
2010.08.16,1719.31,0.05,+ 0.00%
2010.08.15,1719.28,0.01,+ 0.00%
2010.08.14,1719.25,0.07,+ 0.00%
2010.08.13,1719.15,0.08,+ 0.00%
2010.08.12,1718.95,0.32,+ 0.02%
2010.08.11,1718.57,0.41,+ 0.02%
2010.08.10,1717.97,0.86,+ 0.05%
2010.08.09,1717.0,0.04,+ 0.00%
2010.08.08,1716.97,0.07,+ 0.00%
2010.08.07,1716.95,0.06,+ 0.00%
2010.08.06,1716.85,0.34,+ 0.02%
2010.08.05,1716.53,0.13,-0.01%
2010.08.04,1716.66,0.27,-0.02%
2010.08.03,1716.98,0.44,-0.03%
2010.08.02,1717.56,0.22,-0.01%
2010.08.01,1717.78,0.26,-0.02%
2010.07.31,1718.07,0.14,-0.01%
2010.07.30,1718.22,0.18,-0.01%
2010.07.29,1718.52,0.12,-0.01%
2010.07.28,1718.76,0.13,-0.01%
2010.07.27,1718.87,0.03,-0.00%
2010.07.26,1718.96,0.15,-0.01%
2010.07.25,1719.17,0.11,-0.01%
2010.07.24,1719.26,0.19,-0.01%
2010.07.23,1719.51,0.25,-0.01%
2010.07.22,1719.86,0.3,-0.02%
2010.07.21,1720.22,0.32,-0.02%
2010.07.20,1720.54,0.11,-0.01%
2010.07.19,1720.65,0.62,-0.04%
2010.07.18,1721.27,0.28,-0.02%
2010.07.17,1721.55,0.42,-0.02%
2010.07.16,1721.97,0.47,-0.03%
2010.07.15,1722.44,0.55,-0.03%
2010.07.14,1722.99,0.73,-0.04%
2010.07.13,1723.72,1.21,-0.07%
2010.07.12,1724.93,0.2,-0.01%
2010.07.11,1725.13,0.11,-0.01%
2010.07.10,1725.24,0.19,-0.01%
2010.07.09,1725.43,0.32,-0.02%
2010.07.08,1725.75,0.21,-0.01%
2010.07.07,1725.96,0.39,-0.02%
2010.07.06,1726.35,0.45,-0.03%
2010.07.05,1726.8,0.08,+ 0.00%
2010.07.04,1726.72,0.1,+ 0.01%
2010.07.03,1726.62,0.26,+ 0.02%
2010.07.02,1726.36,0.36,+ 0.02%
2010.07.01,1726.0,0.95,+ 0.06%
2010.06.30,1725.05,0.41,+ 0.02%
2010.06.29,1724.64,0.06,+ 0.00%
2010.06.28,1724.58,0.79,+ 0.05%
2010.06.27,1723.79,0.5,+ 0.03%
2010.06.26,1723.29,0.98,+ 0.06%
2010.06.25,1722.31,1.19,+ 0.07%
2010.06.24,1721.12,1.35,+ 0.08%
2010.06.23,1719.77,1.99,+ 0.12%
2010.06.22,1717.78,3.32,+ 0.19%
2010.06.21,1714.46,0.76,+ 0.04%
2010.06.20,1713.7,0.24,+ 0.01%
2010.06.19,1713.46,0.53,+ 0.03%
2010.06.18,1712.93,0.45,+ 0.03%
2010.06.17,1712.48,0.32,+ 0.02%
2010.06.16,1712.16,0.57,+ 0.03%
2010.06.15,1711.59,1.1,+ 0.06%
2010.06.14,1710.49,0.16,+ 0.01%
2010.06.13,1710.33,0.08,+ 0.00%
2010.06.12,1710.25,0.11,+ 0.01%
2010.06.11,1710.14,0.06,+ 0.00%
2010.06.10,1710.08,0.17,-0.01%
2010.06.09,1710.25,0.24,-0.01%
2010.06.08,1710.49,0.62,+ 0.04%
2010.06.07,1709.9,0.6,-0.04%
2010.06.06,1710.5,0.2,-0.01%
2010.06.05,1710.7,0.7,-0.04%
2010.06.04,1711.5,0.9,-0.05%
2010.06.03,1712.4,1.1,-0.06%
2010.06.02,1713.4,1.2,-0.07%
2010.06.01,1714.7,1.6,-0.09%
2010.05.31,1716.3,1.4,-0.08%
2010.05.30,1717.8,0.9,-0.05%
2010.05.29,1718.7,1.9,-0.11%
2010.05.28,1720.6,2.3,-0.13%
2010.05.27,1722.9,2.3,-0.13%
2010.05.26,1725.3,2.4,-0.14%
2010.05.25,1727.7,3.0,-0.17%
2010.05.24,1730.7,0.7,-0.04%
2010.05.23,1731.4,0.2,-0.01%
2010.05.22,1731.6,0.2,-0.01%
2010.05.21,1731.8,0.6,-0.03%
2010.05.20,1732.5,0.7,-0.04%
2010.05.19,1733.2,1.7,-0.10%
2010.05.18,1734.9,1.8,-0.10%
2010.05.17,1736.7,0.4,-0.02%
2010.05.16,1737.1,0.1,+ 0.01%
2010.05.15,1737.0,0.2,-0.01%
2010.05.14,1737.2,0.2,-0.01%
2010.05.13,1737.4,0.4,-0.02%
2010.05.12,1737.8,0.1,+ 0.01%
2010.05.11,1737.7,0.6,-0.03%
2010.05.10,1738.2,0.2,-0.01%
2010.05.09,1738.5,0.2,+ 0.01%
2010.05.08,1738.3,0.2,+ 0.01%
2010.05.07,1738.1,0.1,+ 0.01%
2010.05.06,1738.0,0.0,0.00%
2010.05.05,1738.0,0.7,+ 0.04%
2010.05.04,1737.3,1.3,+ 0.07%
2010.05.03,1736.0,0.1,-0.01%
2010.05.02,1736.1,0.1,+ 0.01%
2010.05.01,1736.0,0.4,+ 0.02%
2010.04.30,1735.5,0.0,0.00%
2010.04.29,1735.5,0.2,-0.01%
2010.04.28,1735.7,0.2,-0.01%
2010.04.27,1735.8,0.8,-0.05%
2010.04.26,1736.7,0.1,-0.01%
2010.04.25,1736.8,0.4,+ 0.02%
2010.04.24,1736.4,0.3,+ 0.02%
2010.04.23,1736.0,0.6,+ 0.03%
2010.04.22,1735.4,0.0,0.00%
2010.04.21,1735.4,0.9,+ 0.05%
2010.04.20,1734.5,0.1,+ 0.01%
2010.04.19,1734.4,0.8,+ 0.05%
2010.04.18,1733.6,0.9,+ 0.05%
2010.04.17,1732.7,1.8,+ 0.10%
2010.04.16,1731.0,2.3,+ 0.13%
2010.04.15,1728.7,2.5,+ 0.14%
2010.04.14,1726.2,3.7,+ 0.21%
2010.04.13,1722.4,4.3,+ 0.25%
2010.04.12,1718.1,1.3,+ 0.08%
2010.04.11,1716.8,1.2,+ 0.07%
2010.04.10,1715.7,1.6,+ 0.09%
2010.04.09,1714.0,2.1,+ 0.12%
2010.04.08,1712.0,0.8,+ 0.05%
2010.04.07,1711.2,1.5,+ 0.09%
2010.04.06,1709.7,1.6,+ 0.09%
2010.04.05,1708.0,0.1,+ 0.01%
2010.04.04,1707.9,0.4,+ 0.02%
2010.04.03,1707.5,0.3,+ 0.02%
2010.04.02,1707.2,1.0,+ 0.06%
2010.04.01,1706.2,0.4,-0.02%
2010.03.31,1706.6,0.5,+ 0.03%
2010.03.30,1706.1,0.3,-0.02%
2010.03.29,1706.4,0.1,+ 0.01%
2010.03.28,1706.3,0.5,+ 0.03%
2010.03.27,1705.8,0.9,+ 0.05%
2010.03.26,1704.9,0.8,+ 0.05%
2010.03.25,1704.1,0.4,+ 0.02%
2010.03.24,1703.8,1.3,+ 0.08%
2010.03.23,1702.5,0.7,+ 0.04%
2010.03.22,1701.8,0.6,+ 0.04%
2010.03.21,1701.2,0.9,+ 0.05%
2010.03.20,1700.2,1.3,+ 0.08%
2010.03.19,1699.0,1.8,+ 0.11%
2010.03.18,1697.2,1.2,+ 0.07%
2010.03.17,1696.0,2.7,+ 0.16%
2010.03.16,1693.2,3.3,+ 0.20%
2010.03.15,1690.0,1.3,+ 0.08%
2010.03.14,1688.6,0.9,+ 0.05%
2010.03.13,1687.7,2.4,+ 0.14%
2010.03.12,1685.3,2.0,+ 0.12%
2010.03.11,1683.3,0.8,+ 0.05%
2010.03.10,1682.5,1.8,+ 0.11%
2010.03.09,1680.8,1.6,+ 0.10%
2010.03.08,1679.1,0.9,+ 0.05%
2010.03.07,1678.2,1.0,+ 0.06%
2010.03.06,1677.2,1.5,+ 0.09%
2010.03.05,1675.8,1.7,+ 0.10%
2010.03.04,1674.1,2.2,+ 0.13%
2010.03.03,1671.9,2.0,+ 0.12%
2010.03.02,1670.0,1.7,+ 0.10%
2010.03.01,1668.2,0.5,+ 0.03%
2010.02.28,1667.7,0.6,+ 0.04%
2010.02.27,1667.1,0.5,+ 0.03%
2010.02.26,1666.6,1.0,+ 0.06%
2010.02.25,1665.6,0.3,+ 0.02%
2010.02.24,1665.3,1.1,+ 0.07%
2010.02.23,1664.2,2.0,+ 0.12%
2010.02.22,1662.3,0.0,0.00%
2010.02.21,1662.3,0.1,+ 0.01%
2010.02.20,1662.2,0.1,+ 0.01%
2010.02.19,1662.0,0.2,+ 0.01%
2010.02.18,1661.8,1.0,-0.06%
2010.02.17,1662.8,0.9,-0.05%
2010.02.16,1663.7,0.5,-0.03%
2010.02.15,1664.2,0.4,-0.02%
2010.02.14,1664.7,0.5,+ 0.03%
2010.02.13,1664.2,0.3,+ 0.02%
2010.02.12,1663.9,0.4,+ 0.02%
2010.02.11,1663.4,0.2,+ 0.01%
2010.02.10,1663.3,0.3,+ 0.02%
2010.02.09,1663.0,0.5,+ 0.03%
2010.02.08,1662.5,0.6,-0.04%
2010.02.07,1663.1,0.4,+ 0.02%
2010.02.06,1662.7,0.2,+ 0.01%
2010.02.05,1662.5,0.4,+ 0.02%
2010.02.04,1662.1,0.5,-0.03%
2010.02.03,1662.6,0.1,-0.01%
2010.02.01,1663.7,1.3,-0.08%
2010.01.31,1665.0,0.4,-0.02%
2010.01.30,1665.3,0.6,-0.04%
2010.01.29,1666.0,0.5,-0.03%
2010.01.28,1666.5,1.2,-0.07%
2010.01.27,1667.7,0.6,-0.04%
2010.01.26,1668.3,2.0,-0.12%
2010.01.25,1670.3,0.4,-0.02%
2010.01.24,1670.7,0.2,+ 0.01%
2010.01.23,1670.5,0.2,-0.01%
2010.01.22,1670.7,0.3,+ 0.02%
2010.01.21,1670.4,0.5,-0.03%
2010.01.20,1670.8,0.2,+ 0.01%
2010.01.19,1670.6,0.5,-0.03%
2010.01.18,1671.1,0.4,+ 0.02%
2010.01.17,1670.7,0.8,+ 0.05%
2010.01.16,1669.9,1.2,+ 0.07%
2010.01.15,1668.7,2.0,+ 0.12%
2010.01.14,1666.7,1.9,+ 0.11%
2010.01.13,1664.8,3.7,+ 0.22%
2010.01.12,1661.1,2.7,+ 0.16%
2010.01.11,1658.4,1.9,+ 0.11%
2010.01.10,1656.5,1.6,+ 0.10%
2010.01.09,1655.0,3.1,+ 0.19%
