날짜,종가_OIL_GSL,전일대비_OIL_GSL,등략율_OIL_GSL
2016.05.13,1380.39,2.19,+ 0.16%
2016.05.12,1378.38,2.01,+ 0.15%
2016.05.11,1376.51,1.21,+ 0.09%
2016.05.10,1375.44,1.16,+ 0.08%
2016.05.09,1374.39,0.77,+ 0.06%
2016.05.08,1373.6,0.49,+ 0.04%
2016.05.07,1373.14,0.92,+ 0.07%
2016.05.06,1372.33,1.21,+ 0.09%
2016.05.05,1371.19,1.89,+ 0.14%
2016.05.04,1369.5,2.06,+ 0.15%
2016.05.03,1367.68,4.31,+ 0.32%
2016.05.02,1363.37,0.08,+ 0.01%
2016.05.01,1363.23,0.56,+ 0.04%
2016.04.30,1362.63,0.86,+ 0.06%
2016.04.29,1361.89,0.56,+ 0.04%
2016.04.28,1361.34,0.41,+ 0.03%
2016.04.27,1361.01,0.02,-0.00%
2016.04.26,1361.03,0.13,-0.01%
2016.04.25,1361.21,0.0,0.00%
2016.04.24,1361.21,0.04,-0.00%
2016.04.23,1361.13,0.1,-0.01%
2016.04.22,1361.28,0.02,-0.00%
2016.04.21,1361.27,0.15,-0.01%
2016.04.20,1361.4,0.16,-0.01%
2016.04.19,1361.55,0.11,+ 0.01%
2016.04.18,1361.45,0.14,-0.01%
2016.04.17,1361.46,0.13,-0.01%
2016.04.16,1361.52,0.22,+ 0.02%
2016.04.15,1361.27,0.12,+ 0.01%
2016.04.14,1361.08,0.11,-0.01%
2016.04.13,1361.19,0.19,-0.01%
2016.04.12,1361.3,0.31,-0.02%
2016.04.11,1361.54,0.21,-0.02%
2016.04.10,1361.71,0.07,-0.01%
2016.04.09,1361.78,0.31,-0.02%
2016.04.08,1361.99,0.25,-0.02%
2016.04.07,1362.21,0.19,-0.01%
2016.04.06,1362.33,0.25,-0.02%
2016.04.05,1362.51,0.33,-0.02%
2016.04.04,1362.78,0.03,-0.00%
2016.04.03,1362.83,0.07,-0.01%
2016.04.02,1362.85,0.1,+ 0.01%
2016.04.01,1362.7,0.29,+ 0.02%
2016.03.31,1362.46,0.2,+ 0.01%
2016.03.30,1362.27,0.31,+ 0.02%
2016.03.29,1361.98,0.54,+ 0.04%
2016.03.28,1361.48,0.47,+ 0.03%
2016.03.27,1361.03,0.31,+ 0.02%
2016.03.26,1360.75,0.63,+ 0.05%
2016.03.25,1360.25,0.72,+ 0.05%
2016.03.24,1359.62,0.97,+ 0.07%
2016.03.23,1358.65,1.04,+ 0.08%
2016.03.22,1357.73,1.41,+ 0.10%
2016.03.21,1356.51,1.42,+ 0.10%
2016.03.20,1355.09,0.74,+ 0.05%
2016.03.19,1354.41,1.65,+ 0.12%
2016.03.18,1352.94,1.42,+ 0.11%
2016.03.17,1351.68,1.41,+ 0.10%
2016.03.16,1349.35,0.89,+ 0.07%
2016.03.15,1348.63,2.8,+ 0.21%
2016.03.14,1345.94,1.45,+ 0.11%
2016.03.13,1344.33,0.48,+ 0.04%
2016.03.12,1343.53,0.93,+ 0.07%
2016.03.11,1342.77,1.24,+ 0.09%
2016.03.10,1341.69,0.63,+ 0.05%
2016.03.09,1340.95,0.82,+ 0.06%
2016.03.08,1339.88,0.16,+ 0.01%
2016.03.07,1339.76,0.07,+ 0.01%
2016.03.06,1339.51,0.21,-0.02%
2016.03.05,1339.76,0.07,-0.01%
2016.03.04,1339.72,0.41,-0.03%
2016.03.03,1340.0,0.27,-0.02%
2016.03.02,1340.17,0.57,-0.04%
2016.03.01,1340.69,0.68,-0.05%
2016.02.29,1341.22,0.18,-0.01%
2016.02.28,1341.21,0.55,-0.04%
2016.02.27,1341.57,0.72,-0.05%
2016.02.26,1342.29,0.79,-0.06%
2016.02.24,1343.57,0.68,-0.05%
2016.02.23,1344.2,0.78,-0.06%
2016.02.22,1344.87,0.56,-0.04%
2016.02.20,1345.73,0.86,-0.06%
2016.02.19,1346.37,1.18,-0.09%
2016.02.18,1347.81,0.95,-0.07%
2016.02.17,1348.62,1.72,-0.13%
2016.02.16,1350.56,1.72,-0.13%
2016.02.15,1351.9,1.27,-0.09%
2016.02.14,1353.08,0.93,-0.07%
2016.02.13,1354.79,0.69,-0.05%
2016.02.12,1355.13,1.86,-0.14%
2016.02.11,1356.62,1.44,-0.11%
2016.02.10,1357.83,0.58,-0.04%
2016.02.09,1358.35,0.15,-0.01%
2016.02.08,1358.44,0.21,-0.02%
2016.02.07,1358.61,0.44,-0.03%
2016.02.06,1358.96,0.79,-0.06%
2016.02.05,1359.47,0.78,-0.06%
2016.02.04,1360.25,0.93,-0.07%
2016.02.03,1361.03,1.16,-0.09%
2016.02.02,1361.87,1.17,-0.09%
2016.02.01,1362.71,1.66,-0.12%
2016.01.31,1364.24,0.62,-0.05%
2016.01.30,1364.78,1.01,-0.07%
2016.01.29,1365.58,1.36,-0.10%
2016.01.28,1366.57,1.85,-0.14%
2016.01.27,1368.11,1.93,-0.14%
2016.01.26,1369.73,2.24,-0.16%
2016.01.25,1371.66,1.03,-0.08%
2016.01.24,1372.53,0.82,-0.06%
2016.01.23,1373.54,1.22,-0.09%
2016.01.22,1374.39,2.17,-0.16%
2016.01.21,1376.16,2.17,-0.16%
2016.01.20,1377.94,2.05,-0.15%
2016.01.19,1379.71,2.7,-0.20%
2016.01.18,1382.06,1.76,-0.13%
2016.01.17,1383.6,1.23,-0.09%
2016.01.16,1384.6,2.56,-0.18%
2016.01.15,1386.73,2.05,-0.15%
2016.01.14,1388.44,1.88,-0.14%
2016.01.13,1389.96,1.95,-0.14%
2016.01.12,1391.53,2.0,-0.14%
2016.01.11,1393.26,1.53,-0.11%
2016.01.10,1394.57,1.05,-0.08%
2016.01.09,1395.31,2.05,-0.15%
2016.01.08,1396.95,2.2,-0.16%
2016.01.07,1398.74,2.04,-0.15%
2016.01.06,1400.33,1.92,-0.14%
2016.01.05,1401.85,1.99,-0.14%
2016.01.04,1403.59,1.74,-0.12%
2016.01.03,1405.13,0.85,-0.06%
2016.01.02,1405.8,1.35,-0.10%
2016.01.01,1406.72,2.63,-0.19%
2015.12.31,1409.1,1.09,-0.08%
2015.12.30,1409.91,1.62,-0.11%
2015.12.29,1411.12,2.09,-0.15%
2015.12.28,1412.82,1.45,-0.10%
2015.12.27,1414.16,0.79,-0.06%
2015.12.26,1414.81,0.96,-0.07%
2015.12.25,1415.61,1.94,-0.14%
2015.12.24,1416.97,2.51,-0.18%
2015.12.23,1418.97,2.68,-0.19%
2015.12.22,1421.27,2.68,-0.19%
2015.12.21,1423.58,2.07,-0.15%
2015.12.20,1425.37,1.22,-0.09%
2015.12.19,1426.36,2.23,-0.16%
2015.12.18,1428.24,2.29,-0.16%
2015.12.17,1430.16,2.39,-0.17%
2015.12.16,1432.07,2.81,-0.20%
2015.12.15,1434.5,2.71,-0.19%
2015.12.14,1437.13,1.78,-0.12%
2015.12.13,1438.73,1.13,-0.08%
2015.12.12,1439.55,2.78,-0.19%
2015.12.11,1441.9,2.48,-0.17%
2015.12.10,1444.02,2.47,-0.17%
2015.12.09,1446.05,2.28,-0.16%
2015.12.08,1447.97,2.21,-0.15%
2015.12.07,1449.93,1.15,-0.08%
2015.12.06,1450.94,0.88,-0.06%
2015.12.05,1451.51,1.51,-0.10%
2015.12.04,1452.67,1.54,-0.11%
2015.12.03,1453.92,1.49,-0.10%
2015.12.02,1455.24,0.97,-0.07%
2015.12.01,1456.01,2.45,-0.17%
2015.11.30,1458.32,0.67,-0.05%
2015.11.29,1458.79,0.7,-0.05%
2015.11.28,1459.3,1.19,-0.08%
2015.11.27,1460.13,1.36,-0.09%
2015.11.26,1461.25,1.61,-0.11%
2015.11.25,1462.51,2.0,-0.14%
2015.11.24,1464.17,2.16,-0.15%
2015.11.23,1466.06,1.15,-0.08%
2015.11.22,1467.14,0.74,-0.05%
2015.11.21,1467.68,1.62,-0.11%
2015.11.20,1468.97,2.01,-0.14%
2015.11.19,1470.76,1.52,-0.10%
2015.11.18,1472.08,1.27,-0.09%
2015.11.17,1473.06,1.45,-0.10%
2015.11.16,1474.29,1.03,-0.07%
2015.11.15,1475.25,0.63,-0.04%
2015.11.14,1475.78,0.98,-0.07%
2015.11.13,1476.52,1.23,-0.08%
2015.11.12,1477.53,1.28,-0.09%
2015.11.11,1478.81,0.92,-0.06%
2015.11.10,1479.51,1.12,-0.08%
2015.11.09,1480.42,0.88,-0.06%
2015.11.08,1481.22,0.35,-0.02%
2015.11.07,1481.45,1.48,-0.10%
2015.11.06,1482.66,1.16,-0.08%
2015.11.05,1483.62,1.26,-0.08%
2015.11.04,1484.69,1.11,-0.07%
2015.11.03,1485.58,1.04,-0.07%
2015.11.02,1486.35,0.97,-0.07%
2015.11.01,1487.22,1.05,-0.07%
2015.10.31,1488.11,1.04,-0.07%
2015.10.30,1488.99,1.1,-0.07%
2015.10.29,1489.84,1.66,-0.11%
2015.10.28,1491.19,1.66,-0.11%
2015.10.27,1492.57,1.57,-0.11%
2015.10.26,1494.01,0.73,-0.05%
2015.10.25,1494.66,0.52,-0.03%
2015.10.24,1495.03,1.27,-0.08%
2015.10.23,1495.99,1.58,-0.11%
2015.10.22,1497.38,1.23,-0.08%
2015.10.21,1498.43,0.93,-0.06%
2015.10.20,1499.19,0.87,-0.06%
2015.10.19,1499.95,0.18,-0.01%
2015.10.18,1500.1,0.12,-0.01%
2015.10.17,1500.15,0.53,-0.04%
2015.10.16,1500.58,0.44,-0.03%
2015.10.15,1500.94,0.33,-0.02%
2015.10.14,1501.17,0.23,-0.02%
2015.10.13,1501.33,0.04,-0.00%
2015.10.12,1501.32,0.07,+ 0.00%
2015.10.11,1501.18,0.04,-0.00%
2015.10.10,1501.17,0.02,-0.00%
2015.10.09,1501.17,0.28,-0.02%
2015.10.08,1501.4,0.24,-0.02%
2015.10.07,1501.54,0.61,-0.04%
2015.10.06,1502.01,0.48,-0.03%
2015.10.05,1502.4,0.44,-0.03%
2015.10.04,1502.77,0.31,-0.02%
2015.10.03,1503.01,0.7,-0.05%
2015.10.02,1503.47,0.44,-0.03%
2015.10.01,1503.79,0.97,-0.06%
2015.09.30,1504.57,0.46,-0.03%
2015.09.29,1504.88,0.08,-0.01%
2015.09.28,1504.89,0.15,-0.01%
2015.09.27,1505.0,0.21,-0.01%
2015.09.26,1505.12,0.63,-0.04%
2015.09.25,1505.64,0.75,-0.05%
2015.09.24,1506.25,0.87,-0.06%
2015.09.23,1506.95,1.12,-0.07%
2015.09.22,1507.79,1.03,-0.07%
2015.09.21,1508.74,0.43,-0.03%
2015.09.20,1509.12,0.48,-0.03%
2015.09.19,1509.44,0.77,-0.05%
2015.09.18,1510.12,1.1,-0.07%
2015.09.17,1511.04,0.85,-0.06%
2015.09.16,1511.72,0.82,-0.05%
2015.09.15,1512.39,0.46,-0.03%
2015.09.14,1512.73,0.37,-0.02%
2015.09.13,1513.04,0.23,-0.02%
2015.09.12,1513.21,0.54,-0.04%
2015.09.11,1513.63,0.63,-0.04%
2015.09.10,1514.12,0.64,-0.04%
2015.09.09,1514.61,0.66,-0.04%
2015.09.08,1515.1,0.18,-0.01%
2015.09.07,1515.13,0.62,-0.04%
2015.09.06,1515.61,0.5,-0.03%
2015.09.05,1515.96,1.1,-0.07%
2015.09.04,1516.94,1.1,-0.07%
2015.09.03,1517.75,1.4,-0.09%
2015.09.02,1518.91,1.38,-0.09%
2015.09.01,1519.97,2.67,-0.18%
2015.08.31,1522.47,0.84,-0.06%
2015.08.30,1523.15,0.68,-0.04%
2015.08.29,1523.68,1.52,-0.10%
2015.08.28,1524.86,2.45,-0.16%
2015.08.27,1526.95,2.79,-0.18%
2015.08.26,1529.28,2.85,-0.19%
2015.08.25,1531.8,2.84,-0.19%
2015.08.24,1534.29,1.7,-0.11%
2015.08.23,1535.83,1.0,-0.07%
2015.08.22,1536.63,1.99,-0.13%
2015.08.21,1538.32,2.15,-0.14%
2015.08.20,1540.15,1.96,-0.13%
2015.08.19,1541.77,2.09,-0.14%
2015.08.18,1543.54,2.07,-0.13%
2015.08.17,1545.31,1.47,-0.10%
2015.08.16,1546.66,0.71,-0.05%
2015.08.15,1547.2,0.81,-0.05%
2015.08.14,1547.83,1.84,-0.12%
2015.08.13,1549.33,1.79,-0.12%
2015.08.12,1550.86,1.57,-0.10%
2015.08.11,1552.16,1.93,-0.12%
2015.08.10,1553.81,1.16,-0.07%
2015.08.09,1554.91,0.63,-0.04%
2015.08.08,1555.54,1.12,-0.07%
2015.08.07,1556.47,1.21,-0.08%
2015.08.06,1557.5,1.15,-0.07%
2015.08.05,1558.4,1.24,-0.08%
2015.08.04,1559.5,1.41,-0.09%
2015.08.03,1560.75,0.78,-0.05%
2015.08.02,1561.39,0.58,-0.04%
2015.08.01,1561.87,1.47,-0.09%
2015.07.31,1563.18,0.94,-0.06%
2015.07.30,1563.96,1.02,-0.07%
2015.07.29,1564.81,1.34,-0.09%
2015.07.28,1565.94,1.51,-0.10%
2015.07.27,1567.25,0.89,-0.06%
2015.07.26,1568.05,0.54,-0.03%
2015.07.25,1568.5,1.13,-0.07%
2015.07.24,1569.41,1.16,-0.07%
2015.07.23,1570.38,1.38,-0.09%
2015.07.22,1571.61,1.05,-0.07%
2015.07.21,1572.47,1.13,-0.07%
2015.07.20,1573.46,0.82,-0.05%
2015.07.19,1574.22,0.55,-0.03%
2015.07.18,1574.62,1.27,-0.08%
2015.07.17,1575.64,1.76,-0.11%
2015.07.16,1577.14,1.09,-0.07%
2015.07.15,1578.03,1.05,-0.07%
2015.07.14,1578.87,1.16,-0.07%
2015.07.13,1579.85,0.56,-0.04%
2015.07.12,1580.34,0.37,-0.02%
2015.07.11,1580.6,0.97,-0.06%
2015.07.10,1581.41,0.95,-0.06%
2015.07.09,1582.17,0.72,-0.05%
2015.07.08,1582.79,0.59,-0.04%
2015.07.07,1583.24,0.55,-0.03%
2015.07.06,1583.72,0.15,-0.01%
2015.07.05,1583.87,0.08,-0.01%
2015.07.04,1583.94,0.26,-0.02%
2015.07.03,1584.19,0.17,-0.01%
2015.07.02,1584.27,0.23,-0.01%
2015.07.01,1584.45,0.23,-0.01%
2015.06.30,1584.66,0.22,-0.01%
2015.06.29,1584.81,0.05,+ 0.00%
2015.06.28,1584.72,0.08,-0.01%
2015.06.27,1584.77,0.07,-0.00%
2015.06.26,1584.85,0.14,+ 0.01%
2015.06.25,1584.65,0.07,+ 0.00%
2015.06.24,1584.56,0.21,+ 0.01%
2015.06.23,1584.37,0.28,+ 0.02%
2015.06.22,1584.11,0.38,+ 0.02%
2015.06.21,1583.76,0.07,+ 0.00%
2015.06.20,1583.64,0.36,+ 0.02%
2015.06.19,1583.23,0.55,+ 0.03%
2015.06.18,1582.7,0.61,+ 0.04%
2015.06.17,1582.1,0.74,+ 0.05%
2015.06.16,1581.33,1.66,+ 0.11%
2015.06.15,1579.72,0.51,+ 0.03%
2015.06.14,1579.21,0.29,+ 0.02%
2015.06.13,1578.92,0.64,+ 0.04%
2015.06.12,1578.37,0.74,+ 0.05%
2015.06.11,1577.69,0.46,+ 0.03%
2015.06.10,1577.18,0.38,+ 0.02%
2015.06.09,1576.83,0.65,+ 0.04%
2015.06.08,1576.16,0.3,+ 0.02%
2015.06.07,1575.85,0.29,+ 0.02%
2015.06.06,1575.57,0.43,+ 0.03%
2015.06.05,1575.19,0.77,+ 0.05%
2015.06.04,1574.51,1.0,+ 0.06%
2015.06.03,1573.59,1.19,+ 0.08%
2015.06.02,1572.44,0.89,+ 0.06%
2015.06.01,1571.65,1.47,+ 0.09%
2015.05.31,1570.16,0.53,+ 0.03%
2015.05.30,1569.64,0.83,+ 0.05%
2015.05.29,1568.98,1.11,+ 0.07%
2015.05.28,1567.97,1.29,+ 0.08%
2015.05.27,1566.86,1.91,+ 0.12%
2015.05.26,1565.11,2.1,+ 0.13%
2015.05.25,1563.13,1.41,+ 0.09%
2015.05.24,1561.81,1.19,+ 0.08%
2015.05.23,1560.82,2.61,+ 0.17%
2015.05.22,1558.56,2.6,+ 0.17%
2015.05.21,1556.13,2.36,+ 0.15%
2015.05.20,1554.06,2.7,+ 0.17%
2015.05.19,1551.55,3.44,+ 0.22%
2015.05.18,1548.29,2.9,+ 0.19%
2015.05.17,1545.45,1.49,+ 0.10%
2015.05.16,1544.12,3.3,+ 0.21%
2015.05.15,1541.22,3.32,+ 0.22%
2015.05.14,1538.22,3.22,+ 0.21%
2015.05.13,1535.3,3.1,+ 0.20%
2015.05.12,1532.4,3.45,+ 0.23%
2015.05.11,1529.22,2.42,+ 0.16%
2015.05.10,1527.0,1.38,+ 0.09%
2015.05.09,1525.79,2.8,+ 0.18%
2015.05.08,1523.27,3.46,+ 0.23%
2015.05.07,1520.01,2.58,+ 0.17%
2015.05.06,1517.63,1.49,+ 0.10%
2015.05.05,1516.23,1.83,+ 0.12%
2015.05.04,1514.51,0.89,+ 0.06%
2015.05.03,1513.6,0.38,+ 0.03%
2015.05.02,1513.24,1.05,+ 0.07%
2015.05.01,1512.27,1.56,+ 0.10%
2015.04.30,1510.76,0.6,+ 0.04%
2015.04.29,1510.21,0.76,+ 0.05%
2015.04.28,1509.47,1.25,+ 0.08%
2015.04.27,1508.31,0.49,+ 0.03%
2015.04.26,1507.88,0.32,+ 0.02%
2015.04.25,1507.72,0.43,+ 0.03%
2015.04.24,1507.4,0.54,+ 0.04%
2015.04.23,1506.96,0.37,+ 0.02%
2015.04.22,1506.65,0.64,+ 0.04%
2015.04.21,1506.12,1.35,+ 0.09%
2015.04.20,1504.88,0.27,+ 0.02%
2015.04.19,1504.68,0.04,-0.00%
2015.04.18,1504.75,0.11,-0.01%
2015.04.17,1504.89,0.19,-0.01%
2015.04.16,1505.13,0.27,-0.02%
2015.04.15,1505.41,0.41,-0.03%
2015.04.14,1505.83,0.49,-0.03%
2015.04.13,1506.33,0.12,-0.01%
2015.04.12,1506.51,0.06,-0.00%
2015.04.11,1506.62,0.43,-0.03%
2015.04.10,1507.03,0.43,-0.03%
2015.04.09,1507.49,0.24,-0.02%
2015.04.08,1507.79,0.47,-0.03%
2015.04.07,1508.23,0.61,-0.04%
2015.04.06,1508.81,0.14,-0.01%
2015.04.05,1509.03,0.2,-0.01%
2015.04.04,1509.21,0.59,-0.04%
2015.04.03,1509.78,0.36,-0.02%
2015.04.02,1510.14,0.5,-0.03%
2015.04.01,1510.64,0.11,+ 0.01%
2015.03.31,1510.57,0.13,-0.01%
2015.03.30,1510.69,0.33,-0.02%
2015.03.29,1511.12,0.09,-0.01%
2015.03.28,1511.23,0.34,-0.02%
2015.03.27,1511.58,0.48,-0.03%
2015.03.26,1512.1,0.85,-0.06%
2015.03.25,1513.74,0.88,-0.06%
2015.03.24,1514.7,1.07,-0.07%
2015.03.23,1515.11,0.35,-0.02%
2015.03.22,1515.35,0.15,-0.01%
2015.03.21,1515.78,0.4,-0.03%
2015.03.20,1516.22,0.42,-0.03%
2015.03.19,1516.49,0.22,-0.01%
2015.03.18,1516.46,0.05,+ 0.00%
2015.03.17,1515.93,0.62,+ 0.04%
2015.03.16,1515.06,0.95,+ 0.06%
2015.03.15,1514.6,0.59,+ 0.04%
2015.03.14,1513.36,1.4,+ 0.09%
2015.03.13,1513.36,0.29,+ 0.02%
2015.03.12,1509.65,2.22,+ 0.15%
2015.03.11,1509.65,0.12,+ 0.01%
2015.03.10,1503.27,3.52,+ 0.23%
2015.03.09,1500.31,3.27,+ 0.22%
2015.03.08,1500.31,0.23,+ 0.02%
2015.03.07,1499.25,0.09,+ 0.01%
2015.03.06,1497.2,0.42,+ 0.03%
2015.03.04,1493.01,3.53,+ 0.24%
2015.03.03,1489.87,3.21,+ 0.22%
2015.03.02,1486.92,2.79,+ 0.19%
2015.03.01,1484.31,3.0,+ 0.20%
2015.02.28,1481.59,2.43,+ 0.16%
2015.02.27,1479.38,3.02,+ 0.20%
2015.02.26,1476.67,3.06,+ 0.21%
2015.02.25,1473.99,3.75,+ 0.26%
2015.02.24,1470.69,5.14,+ 0.35%
2015.02.23,1465.88,2.62,+ 0.18%
2015.02.22,1463.39,1.35,+ 0.09%
2015.02.21,1462.16,2.1,+ 0.14%
2015.02.20,1460.2,2.02,+ 0.14%
2015.02.19,1458.3,2.63,+ 0.18%
2015.02.18,1456.1,7.95,+ 0.55%
2015.02.17,1449.17,8.96,+ 0.62%
2015.02.16,1440.84,4.6,+ 0.32%
2015.02.15,1436.57,3.08,+ 0.21%
2015.02.14,1433.8,5.41,+ 0.38%
2015.02.13,1429.11,4.29,+ 0.30%
2015.02.12,1425.11,4.44,+ 0.31%
2015.02.11,1421.04,5.5,+ 0.39%
2015.02.10,1415.58,3.72,+ 0.26%
2015.02.09,1411.85,0.89,+ 0.06%
2015.02.08,1410.95,0.36,+ 0.03%
2015.02.07,1410.1,0.28,+ 0.02%
2015.02.06,1409.81,0.07,+ 0.00%
2015.02.05,1409.73,0.38,-0.03%
2015.02.04,1410.06,1.19,-0.08%
2015.02.03,1411.21,2.67,-0.19%
2015.02.02,1413.83,2.58,-0.18%
2015.02.01,1416.37,2.74,-0.19%
2015.01.31,1419.08,2.93,-0.21%
2015.01.30,1421.97,3.64,-0.26%
2015.01.29,1425.57,4.67,-0.33%
2015.01.28,1430.0,4.38,-0.31%
2015.01.27,1433.92,6.94,-0.48%
2015.01.26,1441.73,3.19,-0.22%
2015.01.25,1444.43,3.54,-0.24%
2015.01.24,1447.32,6.37,-0.44%
2015.01.23,1452.53,8.7,-0.60%
2015.01.22,1459.78,9.15,-0.62%
2015.01.21,1467.53,10.27,-0.69%
2015.01.20,1476.43,10.84,-0.73%
2015.01.19,1485.82,7.21,-0.48%
2015.01.18,1492.37,4.33,-0.29%
2015.01.17,1495.69,9.2,-0.61%
2015.01.16,1503.14,11.77,-0.78%
2015.01.15,1513.23,10.82,-0.71%
2015.01.14,1522.39,10.0,-0.65%
2015.01.13,1531.03,9.34,-0.61%
2015.01.12,1539.32,5.03,-0.33%
2015.01.11,1543.91,3.51,-0.23%
2015.01.10,1546.58,6.92,-0.45%
2015.01.09,1552.28,6.62,-0.42%
2015.01.08,1557.91,6.13,-0.39%
2015.01.07,1563.16,6.54,-0.42%
2015.01.06,1568.87,5.56,-0.35%
2015.01.05,1574.2,2.6,-0.16%
2015.01.04,1576.56,3.48,-0.22%
2015.01.03,1579.59,4.35,-0.27%
2015.01.02,1583.07,4.24,-0.27%
2015.01.01,1586.62,5.36,-0.34%
2014.12.31,1591.5,3.35,-0.21%
2014.12.30,1594.28,4.66,-0.29%
2014.12.29,1598.2,3.66,-0.23%
2014.12.28,1601.48,2.36,-0.15%
2014.12.27,1603.41,4.09,-0.25%
2014.12.26,1606.8,4.06,-0.25%
2014.12.25,1610.37,4.64,-0.29%
2014.12.24,1614.19,6.75,-0.42%
2014.12.23,1619.71,7.39,-0.45%
2014.12.22,1626.26,4.89,-0.30%
2014.12.21,1630.75,2.85,-0.17%
2014.12.20,1633.05,5.64,-0.34%
2014.12.19,1637.59,7.26,-0.44%
2014.12.18,1643.91,7.21,-0.44%
2014.12.17,1649.51,7.0,-0.42%
2014.12.16,1655.67,6.39,-0.38%
2014.12.15,1661.26,4.41,-0.26%
2014.12.14,1665.49,2.46,-0.15%
2014.12.13,1667.44,4.84,-0.29%
2014.12.12,1671.48,6.12,-0.36%
2014.12.11,1676.8,5.44,-0.32%
2014.12.10,1681.5,5.26,-0.31%
2014.12.09,1686.17,4.17,-0.25%
2014.12.08,1690.05,1.95,-0.12%
2014.12.07,1691.82,1.27,-0.08%
2014.12.06,1692.8,2.38,-0.14%
2014.12.05,1694.75,2.91,-0.17%
2014.12.04,1697.23,2.89,-0.17%
2014.12.03,1699.78,2.61,-0.15%
2014.12.02,1703.63,2.35,-0.14%
2014.12.01,1705.83,3.05,-0.18%
2014.11.30,1709.39,0.56,-0.03%
2014.11.29,1711.06,0.68,-0.04%
2014.11.28,1711.76,1.75,-0.10%
2014.11.27,1713.41,1.98,-0.12%
2014.11.26,1715.4,2.1,-0.12%
2014.11.25,1719.04,0.57,-0.03%
2014.11.24,1719.98,0.96,-0.06%
2014.11.23,1721.35,0.34,-0.02%
2014.11.22,1722.58,0.62,-0.04%
2014.11.21,1723.19,1.63,-0.09%
2014.11.20,1725.24,0.95,-0.06%
2014.11.19,1726.65,1.2,-0.07%
2014.11.18,1728.81,0.6,-0.03%
2014.11.17,1729.82,0.59,-0.03%
2014.11.16,1730.63,0.38,-0.02%
2014.11.15,1731.51,0.49,-0.03%
2014.11.14,1732.19,0.96,-0.06%
2014.11.13,1733.21,0.82,-0.05%
2014.11.12,1734.05,1.48,-0.09%
2014.11.11,1735.53,1.98,-0.11%
2014.11.10,1738.23,0.29,-0.02%
2014.11.09,1738.63,0.61,-0.04%
2014.11.08,1740.11,0.83,-0.05%
2014.11.07,1740.67,2.03,-0.12%
2014.11.06,1742.34,2.46,-0.14%
2014.11.05,1744.56,2.25,-0.13%
2014.11.04,1746.5,2.34,-0.13%
2014.11.03,1748.51,1.89,-0.11%
2014.11.02,1750.27,1.26,-0.07%
2014.11.01,1751.2,3.66,-0.21%
2014.10.31,1754.55,1.9,-0.11%
2014.10.30,1756.23,2.1,-0.12%
2014.10.29,1758.07,2.53,-0.14%
2014.10.28,1760.27,2.88,-0.16%
2014.10.27,1762.84,2.13,-0.12%
2014.10.26,1764.9,1.13,-0.06%
2014.10.25,1765.79,2.64,-0.15%
2014.10.24,1767.94,3.46,-0.20%
2014.10.23,1770.91,3.4,-0.19%
2014.10.22,1773.89,2.94,-0.17%
2014.10.21,1776.53,2.91,-0.16%
2014.10.20,1779.14,1.26,-0.07%
2014.10.19,1780.36,0.71,-0.04%
2014.10.18,1780.9,1.83,-0.10%
2014.10.17,1782.26,2.09,-0.12%
2014.10.16,1784.39,1.73,-0.10%
2014.10.15,1785.83,1.74,-0.10%
2014.10.14,1787.32,1.71,-0.10%
2014.10.13,1788.88,0.89,-0.05%
2014.10.12,1789.72,0.58,-0.03%
2014.10.11,1790.18,0.94,-0.05%
2014.10.10,1791.0,0.83,-0.05%
2014.10.09,1791.75,1.11,-0.06%
2014.10.08,1792.55,1.31,-0.07%
2014.10.07,1793.88,1.3,-0.07%
2014.10.06,1794.89,1.03,-0.06%
2014.10.05,1795.85,0.46,-0.03%
2014.10.04,1796.17,0.73,-0.04%
2014.10.03,1796.75,0.8,-0.04%
2014.10.02,1797.37,1.48,-0.08%
2014.10.01,1798.57,2.48,-0.14%
2014.09.30,1800.85,1.1,-0.06%
2014.09.29,1801.75,0.69,-0.04%
2014.09.28,1802.36,0.45,-0.02%
2014.09.27,1802.78,0.95,-0.05%
2014.09.26,1803.53,1.51,-0.08%
2014.09.25,1804.85,1.37,-0.08%
2014.09.24,1806.0,1.4,-0.08%
2014.09.23,1807.18,1.46,-0.08%
2014.09.22,1808.44,0.94,-0.05%
2014.09.21,1809.3,0.56,-0.03%
2014.09.20,1809.78,1.14,-0.06%
2014.09.19,1810.66,1.44,-0.08%
2014.09.18,1811.81,1.56,-0.09%
2014.09.17,1813.05,1.77,-0.10%
2014.09.16,1814.52,1.57,-0.09%
2014.09.15,1815.87,1.16,-0.06%
2014.09.14,1816.9,0.61,-0.03%
2014.09.13,1817.41,1.08,-0.06%
2014.09.12,1818.31,1.3,-0.07%
2014.09.11,1819.46,1.07,-0.06%
2014.09.10,1820.36,0.75,-0.04%
2014.09.09,1821.01,0.25,-0.01%
2014.09.08,1821.22,0.24,-0.01%
2014.09.07,1821.35,0.66,-0.04%
2014.09.06,1821.81,1.07,-0.06%
2014.09.05,1822.72,1.23,-0.07%
2014.09.04,1823.73,1.08,-0.06%
2014.09.03,1824.6,1.12,-0.06%
2014.09.02,1825.49,1.5,-0.08%
2014.09.01,1826.73,1.94,-0.11%
2014.08.31,1828.58,0.5,-0.03%
2014.08.30,1828.93,1.14,-0.06%
